chr,pos,cms_score,genes
chr2,7510236,6.94484,LOC100506274
chr18,73535145,6.94484,NONAME
chr6,162610383,6.94348,PRKN
chr7,84776872,6.94262,SEMA3D
chr4,55752570,6.94262,NONAME
chr2,126509261,6.93983,NONAME
chr16,88774764,6.93983,CDT1 & CTU2 & CYBA & IL17C & LOC100289580 & LOC339059 & MIR4722 & MVD & PIEZO1 & RNF166 & SNAI3 & SNAI3-AS1 & ZC3H18
chr17,3046818,6.93969,LOC100288728 & OR1A1 & OR1A2 & OR1D2 & OR1D4 & OR1D5 & OR1E3 & OR1G1
chr6,18847966,6.93547,NONAME
chr8,11094906,6.93395,MTMR9 & SLC35G5 & XKR6
chr18,13552167,6.93395,LDLRAD4 & MIR4526 & MIR5190
chr14,26078015,6.93395,NONAME
chr11,125991298,6.93395,CDON & FAM118B & RPUSD4
chr10,101941001,6.93395,BLOC1S2 & CHUK & CPN1 & CWF19L1 & ERLIN1 & SNORA12
chr7,40924632,6.93317,LINC01450 & SUGCT
chr13,79065665,6.92829,RNF219-AS1
chr12,99966670,6.92829,ANKS1B & FAM71C
chr17,27823002,6.92754,ABHD15 & ANKRD13B & GIT1 & TAOK1 & TP53I13
chr7,131337450,6.92706,PODXL
chr9,94196985,6.92488,AUH & NFIL3
chr4,104368574,6.92277,LINC02428
chr16,58903369,6.91918,NONAME
chr7,93967861,6.91687,COL1A2 & COL1A2-AS1
chr6,160069445,6.91687,SOD2 & WTAP
chr9,101107468,6.91676,GABBR2 & TBC1D2
chr13,30064363,6.91579,MTUS2 & MTUS2-AS1 & SLC7A1
chr16,56620231,6.91485,BBS2 & MT1A & MT1B & MT1DP & MT1E & MT1F & MT1G & MT1H & MT1IP & MT1JP & MT1L & MT1M & MT1X & MT2A & MT3 & MT4
chr4,175135624,6.91366,CEP44 & FBXO8 & LINC02268
chr7,17502590,6.90268,KCCAT333 & LOC101927630
chr6,161235533,6.90215,PLG
chr8,74915099,6.90109,ELOC & LY96 & TMEM70
chr2,221450151,6.90109,NONAME
chr2,113366971,6.90109,CHCHD5 & FLJ42351 & LOC105373562 & POLR1B & SLC20A1 & TTL
chr17,44930661,6.90109,GOSR2 & NSF & WNT3 & WNT9B
chr12,71003873,6.90071,PTPRB & PTPRR
chr10,95365091,6.89828,CEP55 & FFAR4 & FRA10AC1 & PDE6C & RBP4
chr7,97864398,6.8976,BAIAP2L1 & BHLHA15 & BRI3 & LMTK2 & TECPR1
chr1,244545198,6.89642,ADSS & C1orf100 & CATSPERE
chr21,44312407,6.89582,ERVH48-1 & MIR5692B & NDUFV3 & PKNOX1 & WDR4
chr15,63138579,6.89582,MIR190A & TLN2
chr9,118717431,6.89392,LINC00474
chr7,30536916,6.89363,GARS & GARS-DT & GGCT & LINC01176 & NOD1
chr3,67833293,6.89362,SUCLG2-AS1
chr9,16228172,6.89238,C9orf92
chr4,96380273,6.89238,UNC5C
chr2,191506773,6.89238,NAB1
chr13,74893329,6.89074,LINC00381 & LINC00402 & LOC100288208
chr17,8270142,6.89039,ARHGEF15 & KRBA2 & LOC100128288 & NDEL1 & ODF4 & PFAS & RANGRF & RNF222 & RPL26 & SLC25A35
chr20,8979024,6.88895,PLCB4
chr2,53533604,6.88722,NONAME
chr3,139990679,6.88608,CLSTN2
chr2,71457449,6.88608,MPHOSPH10 & PAIP2B
chr18,76241628,6.88608,NONAME
chr11,79047600,6.88537,MIR5579 & MIR708 & TENM4
chr10,21288921,6.88216,NEBL
chr13,41069160,6.8821,FOXO1 & LINC00598
chr6,20637515,6.87954,CDKAL1
chr17,79002529,6.87895,AATK & BAIAP2 & BAIAP2-DT & CHMP6 & LOC400627 & MIR3065 & MIR338 & MIR657 & RPTOR
chr17,65592421,6.87895,PITPNC1
chr10,44538959,6.87895,LINC00841
chr20,61317541,6.87712,LINC00659 & NTSR1 & SLCO4A1 & SLCO4A1-AS1
chr7,31188448,6.87439,ADCYAP1R1
chr3,116127212,6.87439,LSAMP & LSAMP-AS1
chr9,120064068,6.87282,ASTN2
chr7,147806981,6.87269,CNTNAP2 & MIR548T
chr11,120366609,6.87269,ARHGEF12 & GRIK4
chr1,234396991,6.87058,MIR4671 & SLC35F3
chr5,6575414,6.87008,LINC01018 & NSUN2 & SRD5A1 & UBE2QL1
chr5,57565513,6.86854,NONAME
chr6,95220828,6.85784,NONAME
chr4,97477997,6.85747,LINC02267
chr4,35436384,6.85747,NONAME
chr16,82687412,6.85747,CDH13 & MIR8058
chr20,51832013,6.85435,TSHZ2
chr8,132811593,6.85277,NONAME
chr1,4838146,6.85277,AJAP1
chr5,78952152,6.85263,CMYA5 & TENT2
chr2,119783904,6.85263,MARCO
chr10,95585881,6.85173,LGI1 & SLC35G1
chr10,107004034,6.84963,SORCS3
chr16,85172431,6.84884,FAM92B & KIAA0513 & LINC02139
chr17,53600037,6.84785,NONAME
chr9,36058092,6.84589,GLIPR2 & OR2S2 & RECK
chr7,17216569,6.84589,NONAME
chr7,15290956,6.84589,AGMO
chr15,101907493,6.84589,LOC100507472 & PCSK6 & PCSK6-AS1 & SELENOS & SNRPA1
chr1,88894494,6.84589,NONAME
chr18,67281637,6.84575,DOK6
chr3,149676059,6.84574,LOC646903 & PFN2 & RNF13
chr4,62874655,6.84404,ADGRL3 & ADGRL3-AS1
chr3,27828664,6.84404,EOMES & LINC01980 & LINC01981
chr12,65365708,6.84396,LINC02231 & LINC02389 & TBC1D30 & WIF1
chr16,54758762,6.84391,NONAME
chr1,106083755,6.84391,LINC01676
chr9,7789065,6.84298,DMAC1
chr3,83124229,6.84271,NONAME
chr4,39951396,6.84091,LOC344967 & PDS5A
chr13,74229893,6.83861,KLF12 & LINC00392
chr5,20412499,6.83679,CDH18 & CDH18-AS1
chr4,56670864,6.83679,EXOC1 & EXOC1L
chr10,43744461,6.83679,CSGALNACT2 & RASGEF1A
chr15,49601338,6.83635,FAM227B & GALK2
chr15,54706108,6.8358,UNC13C
chr12,70486240,6.83248,NONAME
chr4,190044666,6.83125,NONAME
chr2,174915012,6.82717,LINC01960 & OLA1 & SP3
chr6,147168638,6.82698,ADGB & KATNBL1P6 & STXBP5-AS1
chr2,73642311,6.82698,ALMS1 & ALMS1-IT1
chr2,73594967,6.82698,ALMS1 & ALMS1-IT1 & EGR4 & FBXO41
chr2,57406771,6.82444,NONAME
chr10,47594841,6.82444,ANTXRL & ANTXRLP1
chr8,56213591,6.82147,XKR4
chr2,77161681,6.82141,LOC101927907 & LRRTM4
chr2,236059366,6.82141,SH3BP4
chr12,128235793,6.82141,LOC105370068
chr7,6407154,6.81989,CYTH3 & DAGLB & FAM220A & KDELR2 & RAC1
chr7,39173503,6.81989,POU6F2
chr4,86066980,6.81989,NONAME
chr19,23812678,6.81989,ZNF675
chr1,86101484,6.81989,CCN1 & COL24A1 & DDAH1 & ZNHIT6
chr9,139798686,6.81864,AJM1 & C8G & CCDC183 & CCDC183-AS1 & CLIC3 & EDF1 & FBXW5 & LCN12 & LCNL1 & MAMDC4 & MIR4292 & MIR4479 & PAXX & PHPT1 & PRR31 & PTGDS & RABL6 & TRAF2
chr7,29028393,6.81744,CPVL & LOC100506497 & TRIL
chr7,90836643,6.81674,CDK14 & FZD1
chr16,27095746,6.81379,C16orf82
chr14,84778168,6.81379,NONAME
chr12,28232989,6.81379,NONAME
chr1,79655102,6.81379,NONAME
chr4,60588417,6.80903,NONAME
chr4,43870225,6.80862,NONAME
chr1,235174549,6.80792,LOC101927851 & TOMM20
chr18,51043168,6.80743,DCC & LINC01917 & LINC01919
chr4,165093072,6.80271,ANP32C & MARCH1
chr13,32517709,6.80244,EEF1DP3 & FRY & FRY-AS1
chr4,29493915,6.79568,NONAME
chr7,109253787,6.79457,NONAME
chr8,141554752,6.79344,AGO2 & CHRAC1 & TRAPPC9
chr11,62793571,6.79234,SLC22A24 & SLC22A6 & SLC22A8
chr10,3568100,6.79227,LOC101927880 & LOC105376360
chr5,168731860,6.79087,MIR585 & SLIT3
chr18,9647285,6.79066,PPP4R1 & PPP4R1-AS1 & RAB31
chr12,24899642,6.79066,BCAT1
chr1,9525470,6.79066,LINC02606 & SLC25A33 & SPSB1
chr3,95188749,6.78778,NONAME
chr12,85241009,6.78693,SLC6A15
chr1,9357460,6.78693,H6PD & SPSB1
chr8,54798458,6.78411,ATP6V1H & RGS20 & TCEA1
chr5,171478319,6.78411,FBXW11 & STK10
chr19,44280342,6.78411,IRGC & KCNN4 & LYPD5 & SMG9 & ZNF283 & ZNF404
chr5,65291839,6.78352,ERBIN & LOC100303749
chr4,130978442,6.78352,NONAME
chr3,1830484,6.78352,NONAME
chr11,22088242,6.78352,NONAME
chr10,111451464,6.78352,NONAME
chr1,182634626,6.78352,LINC01686 & LINC01688 & RGS16 & RGS8 & RNASEL
chr7,153761820,6.77609,DPP6 & LOC101929998
chr3,156435589,6.77469,LINC00886 & PA2G4P4 & TIPARP & TIPARP-AS1
chr1,70307421,6.77469,LRRC7 & PIN1P1
chr1,169102340,6.77386,ATP1B1 & LINC00970 & LOC101928596 & NME7
chr9,136081705,6.77348,GBGT1 & OBP2B & RALGDS
chr3,113641630,6.77348,CCDC191 & GRAMD1C & ZDHHC23
chr2,155409847,6.77348,GALNT13 & LOC100144595
chr17,68756368,6.77348,NONAME
chr14,44337841,6.77348,NONAME
chr1,20840066,6.77348,CAMK2N1 & CDA & FAM43B & LINC01141 & MUL1
chr1,105210560,6.77348,NONAME
chr16,21221324,6.77231,ANKS4B & CRYM & CRYM-AS1 & DNAH3 & TMEM159 & ZP2
chr14,44548817,6.77231,NONAME
chr4,170813538,6.77102,LINC02275 & MFAP3L
chr13,33597933,6.7696,KL & STARD13
chr4,41300480,6.76893,APBB2 & LIMCH1 & UCHL1 & UCHL1-AS1
chr17,13803072,6.76584,NONAME
chr10,31457506,6.76584,LOC101929352
chr7,104758250,6.76538,KMT2E & SRPK2
chr5,67235664,6.76432,NONAME
chr5,142693032,6.76416,ARHGAP26 & NR3C1
chr4,13646431,6.76416,BOD1L1 & LINC01096 & LINC01182 & MIR5091
chr8,60969652,6.76063,NONAME
chr16,79421242,6.76063,NONAME
chr14,32694104,6.76063,ARHGAP5 & RNU6-2
chr11,120931054,6.75952,GRIK4 & TBCEL & TECTA
chr12,129201853,6.75948,SLC15A4 & TMEM132C
chr4,62242825,6.75925,ADGRL3
chr11,21297349,6.75472,NELL1
chr2,65087883,6.75014,LINC01800 & LINC02245
chr19,45712773,6.75014,BLOC1S3 & CKM & EXOC3L2 & MARK4 & NKPD1 & PPP1R37 & TRAPPC6A
chr18,51281231,6.75014,NONAME
chr11,109060550,6.75014,NONAME
chr9,24553416,6.74575,IZUMO3
chr8,92364455,6.74575,SLC26A7
chr8,119110798,6.74575,EXT1 & SAMD12
chr6,99724332,6.74575,COQ3 & FAXC
chr2,120840448,6.74575,EPB41L5 & PTPN4
chr13,110795080,6.74575,COL4A1 & LINC00396 & LOC105370361
chr10,13392575,6.74575,BEND7 & PHYH & SEPHS1
chr1,115735329,6.74575,NGF & NGF-AS1
chr11,128801170,6.74161,ARHGAP32 & C11orf45 & KCNJ1 & KCNJ5 & TP53AIP1
chr1,65518639,6.74161,AK4 & JAK1 & LINC01359 & MIR101-1 & MIR3671
chr7,153506252,6.73863,DPP6
chr3,145293852,6.73863,NONAME
chr1,4231451,6.73863,NONAME
chr17,51212,6.73727,DOC2B & LINC02091 & RPH3AL
chr11,100450678,6.73622,NONAME
chr5,29316671,6.7361,LINC02064
chr3,3153194,6.73582,CNTN4 & CNTN4-AS1 & CRBN & IL5RA & TRNT1
chr10,126933111,6.73392,CTBP2
chr8,6385679,6.73234,ANGPT2 & MCPH1 & MCPH1-AS1 & MIR8055
chr3,11870786,6.72448,TAMM41
chr9,31009549,6.71999,NONAME
chr16,22289598,6.71999,CDR2 & EEF2K & LOC440346 & POLR3E & SDR42E2
chr3,75394747,6.71699,FAM86DP & LINC02018
chr2,45858240,6.71647,PRKCE & SRBD1
chr16,58487495,6.71627,CNOT1 & GINS3 & NDRG4 & SETD6 & SNORA46
chr10,121069546,6.71152,GRK5 & MIR4681
chr8,53439684,6.71127,ALKAL1 & RB1CC1
chr8,30567129,6.71127,GSR & GTF2E2 & PPP2CB & SMIM18 & UBXN8
chr10,50936392,6.71127,C10orf53 & CHAT & OGDHL & PARG
chr2,54299609,6.71122,ACYP2
chr14,44086638,6.71122,NONAME
chr1,70862945,6.71122,ANKRD13C & CTH & HHLA3
chr7,149870373,6.71118,ACTR3C
chr4,980896,6.71051,DGKQ & FGFRL1 & GAK & IDUA & RNF212 & SLC26A1 & TMEM175
chr6,144748179,6.70788,SNORA98 & UTRN
chr22,33140411,6.70788,SYN3 & TIMP3
chr14,70331561,6.70333,LOC100289511 & LOC100506358 & SLC10A1 & SMOC1 & SRSF5
chr11,69971133,6.70278,ANO1 & FADD & LINC02584 & LOC101928443
chr4,40659021,6.70259,NSUN7 & RBM47
chr11,101771785,6.70259,ANGPTL5 & CEP126
chr1,194216235,6.70176,NONAME
chr3,11460814,6.70142,ATG7
chr8,64651380,6.69747,LINC01289
chr11,98592571,6.69741,NONAME
chr10,19390905,6.69616,MALRD1
chr5,160999365,6.69591,GABRB2
chr9,97145188,6.69513,LOC100132077 & MFSD14B & NUTM2F & ZNF169
chr3,27527353,6.69513,SLC4A7
chr2,237728284,6.69506,NONAME
chr10,758393,6.69506,DIP2C & LARP4B & LOC101930421 & MIR5699 & PRR26
chr6,41997487,6.69355,BYSL & C6orf132 & CCND3 & TAF8
chr4,184830511,6.69355,STOX2
chr16,18893268,6.6928,ARL6IP1 & RPS15A & SMG1
chr4,66267626,6.69199,EPHA5
chr1,193643052,6.69183,NONAME
chr2,1731405,6.69173,MYT1L & PXDN
chr10,79980089,6.69048,LINC00595 & LINC00856
chr8,107308177,6.68778,OXR1
chr2,62638839,6.68778,TMEM17
chr10,101725539,6.68778,CPN1 & DNMBP & DNMBP-AS1
chr1,44302328,6.68778,ARTN & MIR6079 & ST3GAL3
chr4,71170524,6.68757,CABS1 & CSN3 & FDCSP & OPRPN & SMR3A & SMR3B
chr13,83723341,6.68757,NONAME
chr9,11439227,6.68711,NONAME
chr7,68413429,6.68587,NONAME
chr14,77331405,6.6844,ANGEL1 & LINC01629 & LRRC74A & VASH1 & VASH1-AS1
chr12,128069192,6.68059,LINC02411 & LOC105370068
chr8,103948121,6.6773,ATP6V1C1 & AZIN1 & AZIN1-AS1
chr21,24643388,6.67527,D21S2088E
chr1,40929654,6.67527,EXO5 & SMAP2 & ZFP69 & ZFP69B & ZNF684
chr3,2386690,6.67464,CNTN4
chr4,137413487,6.67131,NONAME
chr6,170149824,6.66804,C6orf120 & ERMARD & LINC00242 & LINC00574 & PHF10 & TCTE3 & WDR27
chr3,188897839,6.66783,TPRG1 & TPRG1-AS2
chr4,131493884,6.66714,NONAME
chr4,76051676,6.66655,LINC02562 & PARM1
chr4,144754415,6.66246,GYPE & LOC101927636 & LOC105377458
chr19,49529206,6.66246,BAX & C19orf73 & CGB1 & CGB2 & CGB3 & CGB5 & CGB7 & CGB8 & DHDH & FTL & GYS1 & KCNA7 & LHB & LIN7B & LOC101059948 & MIR6798 & NTF4 & PPFIA3 & RUVBL2 & SNAR-G1 & SNAR-G2 & SNRNP70
chr11,109958333,6.66246,RDX & ZC3H12C
chr1,70404321,6.66246,LRRC7 & PIN1P1
chr4,146251960,6.65861,LINC02266
chr5,132799872,6.65595,FSTL4 & MIR1289-2
chr12,52800910,6.65595,KRT6A & KRT6B & KRT6C & KRT75 & KRT82 & KRT83 & KRT84 & KRT85 & KRT86
chr12,52798364,6.65595,KRT6A & KRT6B & KRT6C & KRT75 & KRT82 & KRT83 & KRT84 & KRT85 & KRT86
chr4,109483471,6.65565,LOC101929621 & OSTC & RPL34 & RPL34-AS1
chr7,126982215,6.65559,GRM8 & ZNF800
chr4,82549095,6.65559,NONAME
chr12,28880266,6.65559,NONAME
chr11,82332724,6.65559,NONAME
chr15,57644267,6.65157,CGNL1 & LINC00926 & LINC01413 & SNORD13D & TCF12
chr12,97459324,6.65063,NONAME
chr7,21347553,6.65018,NONAME
chr3,86986820,6.64735,VGLL3
chr11,15164117,6.64735,CALCB & INSC
chr10,89868686,6.64735,NONAME
chr8,29377583,6.64702,NONAME
chr1,107296179,6.64624,LINC01661
chr7,128489730,6.64488,ATP6V1F & ATP6V1FNB & CALU & CCDC136 & FLNC & FLNC-AS1 & IRF5 & KCP & OPN1SW
chr2,77251117,6.64488,LOC101927907 & LRRTM4
chr19,31771864,6.64363,LINC01791 & TSHZ3
chr12,77742393,6.64194,NONAME
chr10,90763917,6.64021,ACTA2 & ACTA2-AS1 & FAS & FAS-AS1 & MIR4679-1 & MIR4679-2 & STAMBPL1
chr3,79968288,6.63946,NONAME
chr6,40408549,6.63678,LINC00951 & LRFN2 & TDRG1
chr2,229730365,6.6365,NONAME
chr2,84529448,6.635,FUNDC2P2
chr2,227576481,6.635,IRS1 & MIR5702 & RHBDD1
chr11,10618285,6.635,AMPD3 & LYVE1 & MIR4485 & MRVI1 & MRVI1-AS1 & MTRNR2L8 & RNF141
chr15,49194502,6.63235,CEP152 & EID1 & SECISBP2L & SHC4
chr9,28577294,6.6323,LINGO2
chr8,31453914,6.6323,NRG1
chr16,799108,6.6323,CCDC78 & CHTF18 & CIAO3 & FAM173A & FBXL16 & GNG13 & HAGHL & JMJD8 & LOC105371038 & LOC105371184 & METRN & MIR662 & MSLN & PRR25 & RHBDL1 & RHOT2 & RPUSD1 & STUB1 & WDR24 & WDR90
chr5,159661754,6.63161,CCNJL & FABP6
chr16,58767962,6.63161,GOT2 & SLC38A7
chr7,154162692,6.63047,DPP6
chr17,5780400,6.63047,LOC339166
chr15,55554327,6.62943,CCPG1 & DNAAF4-CCPG1 & PIGB & PIGBOS1 & RAB27A & RSL24D1
chr5,84043791,6.62534,NONAME
chr19,46212241,6.62534,BHMG1 & DM1-AS & DMPK & DMWD & EML2 & EML2-AS1 & FBXO46 & GIPR & MIR330 & MIR642A & MIR642B & QPCTL & RSPH6A & SIX5 & SNRPD2
chr11,60870113,6.62514,CD5 & CD6 & VPS37C
chr10,107409121,6.6247,LOC101927549
chr10,107396793,6.6247,LOC101927549
chr16,28075753,6.62349,GSG1L & XPO6
chr22,30865476,6.62345,CCDC157 & GAL3ST1 & KIAA1656 & LOC105372990 & MTFP1 & RNF215 & SDC4P & SEC14L2 & SEC14L3 & SEC14L4 & SEC14L6
chr1,82956381,6.62272,NONAME
chr10,127728244,6.62004,ADAM12 & FANK1 & FANK1-AS1
chr8,19783233,6.6163,INTS10 & LPL
chr4,120080721,6.6163,LOC101929762 & MYOZ2 & SYNPO2 & USP53
chr14,95349679,6.6163,NONAME
chr4,167569482,6.61517,SPOCK3
chr4,44369238,6.61267,KCTD8
chr5,158868483,6.611,LINC01845 & LOC285626
chr6,125558188,6.61033,HDDC2 & LOC100126584 & TPD52L1
chr10,54009704,6.60807,DKK1 & PRKG1 & PRKG1-AS1
chr16,3963187,6.60797,ADCY9 & CREBBP & LOC102724927
chr5,26212213,6.60699,NONAME
chr5,19988049,6.60699,CDH18
chr2,147903775,6.60699,NONAME
chr18,71893460,6.60699,C18orf63 & CYB5A & FBXO15 & TIMM21
chr8,28621637,6.60581,EXTL3 & EXTL3-AS1 & INTS9
chr2,161530761,6.60581,NONAME
chr8,55170498,6.60278,NONAME
chr1,107010683,6.60278,NONAME
chr22,40718100,6.60241,ADSL & MRTFA & SGSM3 & TNRC6B
chr4,92015452,6.60205,CCSER1
chr4,125676333,6.60205,ANKRD50
chr2,207491336,6.59839,ADAM23 & DYTN & FAM237A
chr3,119983940,6.59663,GPR156 & LRRC58
chr5,82080216,6.59598,LINC01338 & MIR3977
chr12,20983027,6.59598,SLCO1B3 & SLCO1C1
chr8,13952577,6.59459,SGCZ
chr19,15621873,6.59459,AKAP8L & CYP4F22 & MIR1470 & PGLYRP2 & RASAL3 & WIZ
chr14,87123436,6.59459,NONAME
chr11,127987793,6.59459,LINC02098
chr10,61800053,6.59459,ANK3 & LINC01553
chr4,174342575,6.59397,GALNT7 & HMGB2 & SAP30 & SCRG1
chr13,50762081,6.59326,DLEU1 & DLEU2 & ST13P4
chr12,103800959,6.59137,C12orf42 & LOC105369945
chr21,46544346,6.59028,ADARB1 & SSR4P1
chr6,101623189,6.5889,NONAME
chr5,125015669,6.5889,LINC02240
chr8,126903680,6.58464,LINC00861
chr22,25133355,6.58437,BCRP3 & PIWIL3 & POM121L10P & SGSM1 & TOP1P2
chr2,18546141,6.58437,NONAME
chr15,94000097,6.58235,NONAME
chr13,66592665,6.58235,MIR548X2
chr3,56772125,6.57973,ARHGEF3 & FAM208A
chr3,56573038,6.57973,CCDC66 & ERC2 & FAM208A
chr2,71703023,6.57748,DYSF & ZNF638
chr1,189763076,6.57593,NONAME
chr13,58402479,6.57459,PCDH17
chr5,53958590,6.57154,LOC102467080
chr1,61380825,6.57154,LOC101926964 & NFIA-AS2
chr3,156687717,6.57018,LEKR1
chr11,105709308,6.56976,GRIA4
chr15,97562758,6.56764,NONAME
chr5,137742588,6.56613,CDC25C & EGR1 & ETF1 & FAM53C & KDM3B & LOC100128966 & REEP2
chr2,85935720,6.56613,ATOH8 & C2orf68 & GNLY & MIR6071 & SFTPB & USP39
chr14,28303915,6.56613,NONAME
chr12,118841675,6.56613,SUDS3 & TAOK3
chr11,26846124,6.56613,NONAME
chr2,52745309,6.56516,NONAME
chr15,91590730,6.56516,PRC1 & PRC1-AS1 & RCCD1 & SV2B & UNC45A & VPS33B & VPS33B-DT
chr13,77618305,6.56516,ACOD1 & CLN5 & FBXL3 & MYCBP2 & MYCBP2-AS1
chr2,1813057,6.56448,MYT1L & PXDN
chr3,87195327,6.56442,CHMP2B & LINC00506 & MIR4795
chr17,14628409,6.56418,NONAME
chr2,79585230,6.56357,NONAME
chr9,109999831,6.56257,RAD23B
chr2,17196168,6.5605,NONAME
chr1,66141177,6.5605,LEPR
chr19,41521939,6.56033,CYP2A13 & CYP2B6 & CYP2B7P & CYP2F1
chr14,102921987,6.56033,ANKRD9 & CINP & LINC02323 & MIR4309 & TECPR2
chr8,140686841,6.55929,KCNK9 & TRAPPC9
chr12,8136758,6.55929,C3AR1 & FOXJ2 & NECAP1 & SLC2A14 & SLC2A3
chr10,29990831,6.55726,MIR938 & SVIL
chr11,76766709,6.55706,ACER3 & B3GNT6 & CAPN5 & MYO7A & OMP
chr8,18308620,6.55607,NAT2 & PSD3
chr6,86071294,6.55607,LINC02535 & NT5E
chr14,32891134,6.55438,AKAP6
chr1,78502520,6.55438,DNAJB4 & FUBP1 & GIPC2 & NEXN
chr13,107938093,6.55239,FAM155A & SNORD31B
chr15,51380477,6.55228,AP4E1 & MIR4713HG & TNFAIP8L3
chr6,8830981,6.54911,LOC100506207
chr2,102015752,6.54753,CREG2 & MIR5696 & RFX8 & RNF149
chr1,169737085,6.54683,C1orf112 & METTL18 & SCYL3 & SELE & SELL
chr2,37047774,6.54605,STRN & VIT
chr15,78164594,6.54605,LINGO1 & LOC440292 & LOC645752
chr2,9376360,6.54333,ASAP2
chr15,36232698,6.54288,DPH6-DT & MIR4510
chr13,74608626,6.54278,KLF12
chr11,14165120,6.54263,SPON1
chr5,63813396,6.54082,RGS7BP
chr3,40495151,6.53469,ENTPD3 & ENTPD3-AS1 & RPL14 & ZNF619 & ZNF620 & ZNF621
chr10,56804068,6.53469,PCDH15
chr11,80395507,6.53398,LOC101928944
chr7,155569983,6.53112,RBM33 & SHH
chr6,67939994,6.53112,NONAME
chr7,18705964,6.5278,HDAC9
chr3,155666910,6.5278,GMPS & SLC33A1
chr3,11639162,6.5278,ATG7 & VGLL4
chr17,26827495,6.5278,ALDOC & FOXN1 & PIGS & SARM1 & SLC13A2 & SLC46A1 & SPAG5 & SPAG5-AS1 & UNC119
chr12,97718165,6.5278,NONAME
chr1,98575333,6.52631,MIR137 & MIR137HG & MIR2682
chr13,112158851,6.5261,LINC02337
chr15,39722870,6.52606,NONAME
chr16,15935612,6.52589,FOPNL & MYH11
chr18,12899881,6.52374,CEP192 & PTPN2 & SEH1L
chr10,33974452,6.52322,LINC00838
chr1,36943655,6.52278,CSF3R & LSM10 & MRPS15 & OSCP1 & SNORA63C & STK40
chr7,96455110,6.52181,NONAME
chr5,138095643,6.52181,CTNNA1 & LOC105379194
chr13,79477845,6.52181,LINC00331
chr7,35214569,6.51948,DPY19L2P1 & TBX20
chr11,7547086,6.51948,LOC100506258 & OLFML1 & PPFIBP2 & SYT9
chr15,59889893,6.51832,BNIP2 & FAM81A & GCNT3 & GTF2A2
chr16,76012124,6.51361,NONAME
chr8,31382784,6.51298,NONAME
chr6,68280346,6.51298,NONAME
chr6,127446249,6.51298,RSPO3
chr5,103641939,6.51298,NONAME
chr4,2788671,6.51298,ADD1 & FAM193A & SH3BP2 & TNIP2
chr22,27898940,6.51298,NONAME
chr2,1079442,6.51298,SNTG2
chr2,105195254,6.51298,LINC01102 & LINC01103
chr16,86977882,6.51298,NONAME
chr3,7309658,6.51273,GRM7
chr19,56073411,6.51244,CCDC106 & FIZ1 & NAT14 & SBK2 & SBK3 & SSC5D & U2AF2 & ZNF524 & ZNF579 & ZNF580 & ZNF581 & ZNF628 & ZNF784 & ZNF865
chr17,49068425,6.51244,SPAG9
chr5,3605635,6.51039,IRX1 & LINC01019
chr9,89865709,6.51004,C9orf170
chr15,95241143,6.50815,NONAME
chr20,23702171,6.50767,CST1 & CST3 & CST4
chr8,4710803,6.50384,CSMD1
chr7,107739625,6.50384,LAMB1 & LAMB4 & NRCAM
chr6,20582352,6.50384,CDKAL1 & E2F3
chr4,180591189,6.50384,NONAME
chr3,20755174,6.50384,NONAME
chr20,48661650,6.50384,RNF114 & SNAI1 & TMEM189 & TMEM189-UBE2V1 & TRERNA1 & UBE2V1
chr18,6839430,6.50384,ARHGAP28 & LINC00668
chr18,63595610,6.50384,CDH7
chr7,22058731,6.50289,CDCA7L & RAPGEF5
chr17,21517707,6.50221,C17orf51
chr6,107286750,6.50059,BEND3 & C6orf203 & LINC02532 & MIR587
chr6,104282552,6.50059,NONAME
chr5,13178690,6.50047,NONAME
chr17,34071852,6.498,AP2B1 & C17orf50 & GAS2L2 & MMP28 & RASL10B & TAF15
chr11,61598288,6.49718,DAGLA & DKFZP434K028 & FADS1 & FADS2 & FADS3 & FEN1 & MIR1908 & MIR611 & MIR6746 & MYRF & RAB3IL1 & TMEM258
chr7,54473845,6.49682,LINC01445
chr2,137971113,6.49682,THSD7B
chr9,103521408,6.4948,NONAME
chr9,5056482,6.49445,JAK2
chr14,74239654,6.49379,DNAL1 & ELMSAN1 & LINC02274 & LOC100506476 & MIR4505 & PNMA1 & PTGR2
chr7,137019445,6.49375,DGKI & PTN
chr10,49984053,6.49365,WDFY4
chr14,51295713,6.49177,ABHD12B & LOC105370489 & NIN & PYGL
chr13,71818540,6.49177,LINC00348
chr13,101179676,6.49177,GGACT & PCCA & PCCA-AS1 & TMTC4
chr19,7004807,6.49129,ADGRE1 & ADGRE4P & FLJ25758 & MBD3L2 & MBD3L2B & MBD3L3 & MBD3L4 & MBD3L5 & ZNF557
chr10,108417238,6.49129,SORCS1
chr6,96427121,6.49128,FUT9
chr10,61139869,6.48979,FAM13C
chr18,71653851,6.48813,FBXO15
chr7,109104147,6.485,NONAME
chr4,13597251,6.485,BOD1L1 & LINC01096 & LINC01097 & LINC01182 & MIR5091 & NKX3-2
chr2,6845155,6.485,LINC00487 & LINC01246 & MIR7515 & MIR7515HG
chr10,80466939,6.485,NONAME
chr2,75657932,6.48477,EVA1A & LOC101927884
chr13,100404896,6.48477,CLYBL & CLYBL-AS1 & CLYBL-AS2 & LOC101927437
chr6,93908752,6.48463,EPHA7
