"ensembl_gene_id","chromosome_name","start_position","end_position"
"ENSG00000204424","6",31706885,31710595
"ENSG00000204536","6",31142439,31158238
"ENSG00000204576","6",30556886,30563723
"ENSG00000204644","6",29672392,29681110
"ENSG00000204767","5",169861303,169980495
"ENSG00000204822","2",74471982,74472687
"ENSG00000204922","11",62670273,62673686
"ENSG00000204947","7",149102784,149126324
"ENSG00000205208","4",158666675,158672255
"ENSG00000205302","5",122775079,122834543
"ENSG00000205572","5",70025247,70043113
"ENSG00000205643","22",46244011,46250311
"ENSG00000205903","7",6637318,6658279
"ENSG00000206052","18",69400888,69849087
"ENSG00000206190","15",25677271,25865184
"ENSG00000206560","3",15667236,15859771
"ENSG00000206562","3",15381275,15440566
"ENSG00000211460","2",121737103,121767853
"ENSG00000212719","17",21428263,21574517
"ENSG00000213463","14",70366499,70417090
"ENSG00000213638","19",1905399,1913447
"ENSG00000213672","3",48673844,48686364
"ENSG00000214029","12",133106817,133130473
"ENSG00000214652","7",64045434,64085339
"ENSG00000214756","11",62665309,62668496
"ENSG00000215305","20",2840703,2866732
"ENSG00000215421","18",74597870,75065671
"ENSG00000215784","1",145095974,145112696
"ENSG00000215845","1",161037631,161038977
"ENSG00000219200","17",7012417,7014532
"ENSG00000221890","22",38818452,38844028
"ENSG00000221926","17",15627960,15684311
"ENSG00000221968","11",61873519,61892051
"ENSG00000223496","16",70246778,70251940
"ENSG00000223609","11",5232678,5243657
"ENSG00000224578","16",51553436,51647132
"ENSG00000225556","1",151837819,151840557
"ENSG00000230124","1",180269653,180502954
"ENSG00000235173","8",144137774,144140851
"ENSG00000236609","7",6615610,6624290
"ENSG00000238227","9",136114581,136118875
"ENSG00000240065","6",32844136,32859851
"ENSG00000240184","5",141475947,141512977
"ENSG00000240344","2",200870907,200889303
"ENSG00000240849","20",50118254,50153734
"ENSG00000241837","21",33903453,33915814
"ENSG00000242114","22",30425623,30429054
"ENSG00000243649","6",31945650,31952084
"ENSG00000243749","1",34981535,34985353
"ENSG00000244607","3",42705756,42773253
"ENSG00000245680","19",37181579,37218153
"ENSG00000247746","X",55484616,55489202
"ENSG00000248405","22",44702233,44862706
"ENSG00000248871","17",7549099,7561601
"ENSG00000249709","19",12525373,12551542
"ENSG00000250067","19",19528861,19537581
"ENSG00000251369","19",57535257,57559863
"ENSG00000254004","19",36510687,36528271
"ENSG00000255274","11",118003634,118088299
"ENSG00000256500","14",103562962,103685924
"ENSG00000256812","16",55566684,55567687
"ENSG00000259040","6",7881522,8064364
"ENSG00000259132","14",22946270,22982258
"ENSG00000261236","8",144262045,144291438
"ENSG00000261308","12",51817840,51848766
"ENSG00000261915","17",7312661,7319174
"ENSG00000267796","19",35748361,35754519
"ENSG00000268744","19",12379189,12401274
"ENSG00000269242","19",12643831,12648397
"ENSG00000269556","X",149596556,149631912
"ENSG00000271303","20",646615,653370
"ENSG00000273749","15",22867052,22981063
"ENSG00000274523","7",75027122,75074228
"ENSG00000274810","3",132558142,132722459
"ENSG00000275954","17",36428618,36439566
"ENSG00000277150","X",155456914,155458672
"ENSG00000278259","17",36495633,36543435
"ENSG00000278619","17",36601583,36608964
"ENSG00000278637","6",26021679,26021990
"ENSG00000283378","9",61330717,61453030
"ENSG00000283486","9",38540569,38577207
"ENSG00000284773","1",34974356,34985313
"ENSG00000285509","11",121024125,121113108
"ENSG00000000460","1",169662007,169854080
"ENSG00000001461","1",24415802,24472976
"ENSG00000001497","X",65512582,65534775
"ENSG00000002549","4",17577192,17607972
"ENSG00000004534","3",49940007,50100045
"ENSG00000005187","16",20610243,20797581
"ENSG00000005206","19",2328615,2355095
"ENSG00000005243","17",48026167,48038030
"ENSG00000005448","2",74421678,74425755
"ENSG00000005486","7",75842602,75888926
"ENSG00000005844","16",30472719,30523185
"ENSG00000006025","17",47807372,47821834
"ENSG00000006125","17",35578046,35726413
"ENSG00000006712","19",39385629,39391154
"ENSG00000006715","7",38722974,38932394
"ENSG00000007312","17",63928740,63932354
"ENSG00000008294","17",50962174,51120868
"ENSG00000009307","1",114716913,114758676
"ENSG00000010219","12",4562204,4615302
"ENSG00000010322","3",52455118,52493068
"ENSG00000010539","16",3222325,3236221
"ENSG00000011143","17",58205441,58219605
"ENSG00000011485","19",46347087,46392981
"ENSG00000012061","19",45407333,45478828
"ENSG00000014919","10",99711844,99732100
"ENSG00000015676","7",44379119,44490658
"ENSG00000019169","2",118942166,118994660
"ENSG00000023892","6",35297818,35321771
"ENSG00000025770","22",50508224,50524780
"ENSG00000025772","20",44942130,44960397
"ENSG00000035681","8",58583508,58659853
"ENSG00000035720","4",67558727,67607337
"ENSG00000042980","8",24294069,24359014
"ENSG00000043462","5",170246233,170297818
"ENSG00000044459","9",17134982,17503923
"ENSG00000047597","X",37685791,37732130
"ENSG00000049247","1",7843083,7853512
"ENSG00000049249","1",7915894,7943165
"ENSG00000054267","1",235131634,235328219
"ENSG00000057657","6",105993463,106109939
"ENSG00000058668","1",203626561,203744081
"ENSG00000059691","4",151670504,151761007
"ENSG00000060237","12",752579,911452
"ENSG00000061676","2",182909115,183038858
"ENSG00000062194","5",57173948,57264679
"ENSG00000063241","19",55452985,55462343
"ENSG00000065135","1",109548615,109600195
"ENSG00000066468","10",121478334,121598458
"ENSG00000067334","1",93866284,93879918
"ENSG00000067829","X",153785766,153794523
"ENSG00000068654","2",86020216,86106155
"ENSG00000068796","5",62306162,62537249
"ENSG00000068971","11",64917553,64934475
"ENSG00000070081","11",17208153,17349980
"ENSG00000070182","14",64746283,64879907
"ENSG00000070404","19",676392,683392
"ENSG00000070759","1",45343883,45491163
"ENSG00000071189","7",17790761,17940501
"ENSG00000071243","7",120950763,120977216
"ENSG00000072364","5",132875395,132963634
"ENSG00000072840","4",5711201,5814305
"ENSG00000072858","3",113532296,113629578
"ENSG00000073464","X",10156945,10237660
"ENSG00000074054","2",121337776,121649587
"ENSG00000074319","11",18468336,18526951
"ENSG00000074657","18",58862600,58986480
"ENSG00000074706","6",154154496,154356792
"ENSG00000075914","3",44975241,45036066
"ENSG00000075945","1",169921326,170085208
"ENSG00000075975","3",12557087,12583713
"ENSG00000078070","3",183015218,183116075
"ENSG00000078114","10",20779973,21174187
"ENSG00000078142","18",41955234,42087830
"ENSG00000078687","17",77959240,78108835
"ENSG00000079332","10",70147289,70170523
"ENSG00000079950","6",132445867,132513198
"ENSG00000079974","22",50767501,50783663
"ENSG00000080824","14",102080738,102139699
"ENSG00000081320","2",196133583,196176503
"ENSG00000081985","1",67307364,67397090
"ENSG00000082068","5",37379285,37753435
"ENSG00000082074","5",39105252,39274528
"ENSG00000082212","18",50879080,50954257
"ENSG00000083814","19",57719751,57727624
"ENSG00000083845","19",58386400,58394806
"ENSG00000083937","3",87227271,87255556
"ENSG00000084652","1",32179675,32198285
"ENSG00000084733","2",26034084,26137454
"ENSG00000086475","10",13317428,13348298
"ENSG00000087008","4",8366282,8440723
"ENSG00000087088","19",48954815,48961798
"ENSG00000087269","4",2937933,2963406
"ENSG00000087274","4",2843857,2930076
"ENSG00000087586","20",56369389,56392337
"ENSG00000088970","20",21125983,21246622
"ENSG00000089022","12",111842228,111902222
"ENSG00000089053","12",121308245,121399896
"ENSG00000089063","20",5068232,5113103
"ENSG00000089127","12",112906783,112933222
"ENSG00000089177","20",16272104,16573434
"ENSG00000089597","11",62624826,62646726
"ENSG00000090104","1",192575763,192580024
"ENSG00000090520","3",186567403,186585800
"ENSG00000090674","19",7522624,7534009
"ENSG00000092203","14",21476597,21499175
"ENSG00000093000","22",45163925,45188017
"ENSG00000095319","9",128947699,129007096
"ENSG00000095787","10",28532493,28623112
"ENSG00000096968","9",4984390,5128183
"ENSG00000099250","10",33177492,33336262
"ENSG00000099769","16",1790413,1794971
"ENSG00000099804","19",531760,542092
"ENSG00000100056","22",19130279,19144684
"ENSG00000100139","22",37905657,37942822
"ENSG00000100298","22",39097224,39104067
"ENSG00000100314","22",29720003,29731833
"ENSG00000100316","22",39312882,39320389
"ENSG00000100353","22",36510855,36529184
"ENSG00000100379","22",37051736,37063390
"ENSG00000100403","22",41301525,41360147
"ENSG00000100591","14",77457870,77469472
"ENSG00000100603","14",77717599,77761207
"ENSG00000100604","14",92923150,92935285
"ENSG00000100614","14",60245752,60299087
"ENSG00000100629","14",80476983,80959517
"ENSG00000100811","14",100238298,100282788
"ENSG00000100836","14",23321289,23326185
"ENSG00000100883","14",34981957,35029567
"ENSG00000100897","14",24114195,24125242
"ENSG00000101052","20",43590937,43647299
"ENSG00000101146","20",57351223,57379211
"ENSG00000101230","20",13221274,13300651
"ENSG00000101280","20",869900,916334
"ENSG00000101353","20",37101226,37179588
"ENSG00000101413","20",38033725,38127780
"ENSG00000101546","18",80034389,80050651
"ENSG00000101596","18",2655738,2805017
"ENSG00000101639","18",12991362,13125052
"ENSG00000101843","X",108084207,108091549
"ENSG00000101888","X",109535781,109544690
"ENSG00000102098","X",18239313,18354688
"ENSG00000102119","X",154379273,154381523
"ENSG00000102393","X",101393273,101408012
"ENSG00000102471","13",79481124,79556075
"ENSG00000102575","19",11574660,11579008
"ENSG00000102678","13",21671073,21704498
"ENSG00000102871","16",67154185,67159909
"ENSG00000103064","16",68264516,68301823
"ENSG00000103121","16",80966448,81020270
"ENSG00000103184","16",4958330,5019157
"ENSG00000103319","16",22206278,22288738
"ENSG00000103343","16",3401215,3409364
"ENSG00000103353","16",23557721,23574389
"ENSG00000103356","16",23522016,23557731
"ENSG00000103642","15",63121833,63142061
"ENSG00000103876","15",80152490,80186946
"ENSG00000104093","15",51447711,51622833
"ENSG00000104267","8",85463968,85481493
"ENSG00000104312","8",89757806,89791064
"ENSG00000104361","8",98189826,98294393
"ENSG00000104518","8",143553207,143563062
"ENSG00000104635","8",22367249,22434129
"ENSG00000104814","19",38587641,38618882
"ENSG00000104880","19",7395113,7472484
"ENSG00000104883","19",7476875,7497449
"ENSG00000104886","19",2230084,2237704
"ENSG00000105048","19",55132698,55149206
"ENSG00000105122","19",15451624,15464544
"ENSG00000105202","19",39834458,39846379
"ENSG00000105383","19",51225064,51243860
"ENSG00000105443","19",48469208,48482314
"ENSG00000105501","19",51611927,51645545
"ENSG00000105516","19",48630030,48637379
"ENSG00000105705","19",19276018,19320509
"ENSG00000105856","7",107168961,107202522
"ENSG00000105963","7",897900,955407
"ENSG00000106003","7",2512529,2529177
"ENSG00000106066","7",28995235,29195451
"ENSG00000106263","7",2354086,2380745
"ENSG00000106484","7",130486171,130506465
"ENSG00000106554","7",132784870,133082090
"ENSG00000106591","7",42932376,42948958
"ENSG00000106976","9",128191655,128255248
"ENSG00000107140","9",35605262,35610041
"ENSG00000107201","9",32455302,32526208
"ENSG00000107242","9",68705240,69009176
"ENSG00000107372","9",72351413,72365235
"ENSG00000107862","10",102245532,102382899
"ENSG00000107864","10",92046692,92291078
"ENSG00000107890","10",26991914,27100498
"ENSG00000108510","17",61942605,62065278
"ENSG00000108518","17",4945652,4949061
"ENSG00000108587","17",30477362,30527592
"ENSG00000108819","17",50133737,50150677
"ENSG00000109133","4",41935129,41960803
"ENSG00000109534","4",109815510,109824740
"ENSG00000109805","4",17810979,17844865
"ENSG00000110092","11",69641156,69654474
"ENSG00000110104","11",60842113,60851081
"ENSG00000110367","11",118747763,118791164
"ENSG00000110435","11",34915829,35020591
"ENSG00000110711","11",67483026,67491103
"ENSG00000111215","12",10845849,10849475
"ENSG00000111231","12",110452486,110469268
"ENSG00000111275","12",111766887,111817532
"ENSG00000111319","12",6346843,6377730
"ENSG00000111452","12",130953907,131141469
"ENSG00000111481","12",54301202,54351846
"ENSG00000111602","12",56416363,56449426
"ENSG00000111644","12",6638075,6647433
"ENSG00000111669","12",6867119,6870948
"ENSG00000111696","12",103770453,103841234
"ENSG00000111707","12",118376555,118418033
"ENSG00000112139","6",37630679,37699306
"ENSG00000112149","6",14117256,14136918
"ENSG00000112514","6",33416442,33418317
"ENSG00000112584","6",170290703,170407065
"ENSG00000112655","6",43076307,43161719
"ENSG00000113163","5",75356345,75512138
"ENSG00000113194","5",176447628,176510074
"ENSG00000113272","5",157731420,157741449
"ENSG00000113575","5",134194332,134226073
"ENSG00000113621","5",134873803,134901525
"ENSG00000113761","5",177022696,177081189
"ENSG00000114315","3",194136148,194138732
"ENSG00000114480","3",81489703,81761645
"ENSG00000114520","3",125446650,125520202
"ENSG00000114670","3",131026850,131350465
"ENSG00000114735","3",50569152,50596168
"ENSG00000114737","3",50606490,50611831
"ENSG00000114739","3",38453890,38493142
"ENSG00000114942","2",206159585,206162928
"ENSG00000114978","2",74152528,74178898
"ENSG00000115053","2",231453531,231483641
"ENSG00000115204","2",27309492,27325680
"ENSG00000115241","2",27381195,27409591
"ENSG00000115289","2",74505043,74507695
"ENSG00000115464","2",61187463,61471087
"ENSG00000115839","2",135052265,135176394
"ENSG00000116205","1",54053584,54112519
"ENSG00000116266","1",108746674,108809523
"ENSG00000116273","1",6613731,6624030
"ENSG00000116497","1",32816767,32858875
"ENSG00000116521","1",155255979,155262430
"ENSG00000116580","1",155749662,155859400
"ENSG00000116717","1",67685201,67688334
"ENSG00000117036","1",157121191,157138474
"ENSG00000117360","1",150321479,150353233
"ENSG00000117395","1",43164175,43270936
"ENSG00000117632","1",25884181,25906991
"ENSG00000117877","19",45406209,45410766
"ENSG00000118197","1",200623896,200669907
"ENSG00000118200","1",200739558,200860704
"ENSG00000118363","11",74949247,74979033
"ENSG00000118496","6",145793502,145814795
"ENSG00000118705","20",37178410,37241619
"ENSG00000118939","13",75549480,75606020
"ENSG00000119203","2",9423651,9473101
"ENSG00000119326","9",108942569,109013522
"ENSG00000119383","9",129110950,129148946
"ENSG00000119414","9",125146573,125189939
"ENSG00000119421","9",122144058,122159779
"ENSG00000119431","9",113373419,113376999
"ENSG00000119596","14",74763316,74859435
"ENSG00000119729","2",46541806,46584688
"ENSG00000119943","10",98383565,98415182
"ENSG00000119950","10",110207605,110287365
"ENSG00000120162","9",27325209,27529814
"ENSG00000120254","6",150865549,151101887
"ENSG00000120708","5",136028988,136063818
"ENSG00000121057","17",57085092,57121346
"ENSG00000121104","17",49710332,49789180
"ENSG00000121274","16",50152911,50235310
"ENSG00000121289","19",32875925,32971991
"ENSG00000121579","3",113716458,113746300
"ENSG00000121797","3",46407166,46412997
"ENSG00000122223","1",160830160,160862887
"ENSG00000122679","7",45157791,45186302
"ENSG00000122873","10",58269162,58289586
"ENSG00000122952","10",56357227,56361273
"ENSG00000122971","12",120725774,120740008
"ENSG00000123091","1",51236273,51273447
"ENSG00000123144","19",12730640,12734684
"ENSG00000123240","10",13099449,13138308
"ENSG00000123360","12",54549601,54579239
"ENSG00000123415","12",54121277,54189008
"ENSG00000123453","9",133663560,133739955
"ENSG00000123472","1",46632737,46673867
"ENSG00000123485","2",233833416,233854566
"ENSG00000123983","2",222860942,222944639
"ENSG00000124067","16",67943474,67969601
"ENSG00000124098","20",56358974,56368663
"ENSG00000124120","20",44475874,44494603
"ENSG00000124217","20",50958818,50963929
"ENSG00000124459","19",43912624,43935282
"ENSG00000124535","6",2765393,2786952
"ENSG00000124562","6",34757505,34773857
"ENSG00000124587","6",42963865,42979181
"ENSG00000124596","6",41033627,41097787
"ENSG00000124813","6",45328157,45664349
"ENSG00000125107","16",58519951,58629885
"ENSG00000125304","13",99446311,99564048
"ENSG00000125445","17",75261674,75266376
"ENSG00000125482","9",132375548,132406851
"ENSG00000125657","19",6531026,6535924
"ENSG00000125733","19",6737925,6751530
"ENSG00000125901","20",3046052,3048250
"ENSG00000126106","1",44635238,44674481
"ENSG00000126215","14",103697609,103715504
"ENSG00000126217","13",112894378,113099742
"ENSG00000126267","19",35648323,35658782
"ENSG00000126524","7",66987680,66995587
"ENSG00000126746","12",6666477,6689572
"ENSG00000126934","19",4090321,4124129
"ENSG00000127125","1",42456117,42473385
"ENSG00000127249","3",193398967,193593111
"ENSG00000128050","4",56435741,56464579
"ENSG00000128159","22",50217689,50245023
"ENSG00000128272","22",39519695,39522685
"ENSG00000128335","22",36226209,36239954
"ENSG00000128604","7",128937457,128950038
"ENSG00000128626","19",38930548,38933162
"ENSG00000128805","10",48446034,48656265
"ENSG00000129055","3",134477706,134486716
"ENSG00000129167","11",18017564,18042426
"ENSG00000129173","11",19224063,19241620
"ENSG00000129245","17",7591230,7614897
"ENSG00000129480","14",31446036,31457506
"ENSG00000129691","8",38105493,38144076
"ENSG00000129757","11",2883213,2885773
"ENSG00000129925","16",370788,387113
"ENSG00000129968","19",1876810,1885547
"ENSG00000130227","8",21919662,22006585
"ENSG00000130305","7",73302516,73308826
"ENSG00000130312","19",17292609,17306843
"ENSG00000130695","1",26234200,26278808
"ENSG00000130726","19",58544064,58550722
"ENSG00000130734","19",10543895,10553418
"ENSG00000130766","1",28259518,28282491
"ENSG00000130827","X",154458281,154477779
"ENSG00000131089","X",63634967,63809274
"ENSG00000131148","16",85771758,85799608
"ENSG00000131323","14",102777449,102911500
"ENSG00000131469","17",42998273,43002959
"ENSG00000131504","5",141515016,141619055
"ENSG00000131844","5",71587288,71658706
"ENSG00000131848","19",56219670,56368383
"ENSG00000131849","19",58432814,58440153
"ENSG00000131871","15",101270817,101277500
"ENSG00000131944","19",32972209,32978229
"ENSG00000132141","17",34927859,34981078
"ENSG00000132207","16",30193887,30197561
"ENSG00000132274","11",5689697,5737089
"ENSG00000132326","2",238244044,238290102
"ENSG00000132359","17",2755705,3037741
"ENSG00000132361","17",2689386,2712663
"ENSG00000132478","17",75784806,75825799
"ENSG00000132514","17",7074537,7080307
"ENSG00000132530","17",6755447,6775647
"ENSG00000132664","20",18467389,18484646
"ENSG00000132676","1",155687960,155739010
"ENSG00000132768","1",43970000,43973369
"ENSG00000132773","1",45340052,45343973
"ENSG00000132780","1",45583846,45618904
"ENSG00000132846","5",77072072,77087285
"ENSG00000132879","1",11654375,11663327
"ENSG00000133315","11",63998558,64166113
"ENSG00000133393","16",15865719,15888625
"ENSG00000133454","22",25742144,26031041
"ENSG00000133800","11",10556966,10611689
"ENSG00000133872","8",30063003,30083208
"ENSG00000134046","18",54151606,54224669
"ENSG00000134072","3",9757347,9769992
"ENSG00000134321","2",6865806,6898239
"ENSG00000134326","2",6840570,6866635
"ENSG00000134352","5",55935095,55995022
"ENSG00000134717","1",52056199,52090716
"ENSG00000134780","11",61680391,61747001
"ENSG00000134851","4",55395957,55453397
"ENSG00000134962","4",39406930,39451533
"ENSG00000135047","9",87726109,87731469
"ENSG00000135116","12",116856144,116881441
"ENSG00000135148","12",112125538,112153604
"ENSG00000135469","12",56266858,56270966
"ENSG00000135476","12",53268299,53293638
"ENSG00000135617","2",73228010,73233239
"ENSG00000135624","2",73233420,73253021
"ENSG00000135632","2",73214222,73227221
"ENSG00000135655","12",62260338,62417431
"ENSG00000135686","16",84648511,84667686
"ENSG00000135736","16",57512181,57536571
"ENSG00000135823","1",180972712,181023121
"ENSG00000135926","2",218274197,218292586
"ENSG00000136010","12",105019784,105107643
"ENSG00000136213","7",2403588,2448484
"ENSG00000136240","7",6445953,6484190
"ENSG00000136381","15",78437431,78501453
"ENSG00000136448","17",45051610,45109016
"ENSG00000136449","17",50508384,50531501
"ENSG00000136560","2",161136908,161236230
"ENSG00000136826","9",107484852,107490482
"ENSG00000136856","9",127397138,127408424
"ENSG00000136861","9",120388869,120580170
"ENSG00000136938","9",97983341,98015943
"ENSG00000136940","9",122798389,122828588
"ENSG00000137074","9",32886601,33025130
"ENSG00000137285","6",3224277,3231730
"ENSG00000137501","11",85694224,85811159
"ENSG00000137672","11",101451564,101872562
"ENSG00000137947","1",88852633,88891944
"ENSG00000138119","10",93306429,93482334
"ENSG00000138182","10",89701610,89774939
"ENSG00000138190","10",92826831,93059493
"ENSG00000138398","2",169584344,169641406
"ENSG00000138613","15",63276018,63309126
"ENSG00000138615","15",65194760,65211473
"ENSG00000138658","4",112539333,112636995
"ENSG00000138756","4",78776342,78916372
"ENSG00000139190","12",6462237,6470987
"ENSG00000139266","12",57755103,57760411
"ENSG00000139278","12",75480753,75503863
"ENSG00000139318","12",89347235,89352501
"ENSG00000139405","12",113185526,113192368
"ENSG00000139433","12",109850945,109880541
"ENSG00000139514","13",29509414,29595688
"ENSG00000139517","13",27545913,27620529
"ENSG00000139546","12",53500921,53506431
"ENSG00000139613","12",56162359,56189567
"ENSG00000139679","13",48389567,48444704
"ENSG00000139726","12",122752824,122771064
"ENSG00000139842","13",113208193,113267108
"ENSG00000139908","14",24205696,24208362
"ENSG00000140153","14",102139503,102224847
"ENSG00000140287","15",50241947,50265965
"ENSG00000140299","15",59659146,59689534
"ENSG00000140326","15",42723544,42737128
"ENSG00000140525","15",89243949,89317261
"ENSG00000140553","15",90930180,90954093
"ENSG00000140598","15",82130233,82262734
"ENSG00000140694","16",14435700,14632728
"ENSG00000140830","16",72044289,72094431
"ENSG00000140905","16",81081945,81096395
"ENSG00000140993","16",3298808,3305729
"ENSG00000141098","16",67674531,67719339
"ENSG00000141447","18",24162045,24397880
"ENSG00000141543","17",80134369,80147151
"ENSG00000141560","17",82716706,82730328
"ENSG00000141699","17",42579513,42610623
"ENSG00000142632","1",16197854,16212652
"ENSG00000142694","1",36322031,36324154
"ENSG00000142765","1",27342020,27353937
"ENSG00000142892","1",77088989,77219430
"ENSG00000143153","1",169105697,169132722
"ENSG00000143179","1",165827614,165911618
"ENSG00000143322","1",179099330,179229684
"ENSG00000143543","1",153974269,153977674
"ENSG00000143545","1",153981617,153986358
"ENSG00000143575","1",154272589,154275875
"ENSG00000143621","1",153661788,153671028
"ENSG00000143740","1",227728539,227781231
"ENSG00000143842","1",204073115,204127743
"ENSG00000143994","2",27123789,27130812
"ENSG00000143995","2",66433452,66573869
"ENSG00000144136","2",112645939,112663825
"ENSG00000144218","2",99545419,100192428
"ENSG00000144362","2",169694454,169701708
"ENSG00000144504","2",240479422,240569209
"ENSG00000144597","3",15427598,15450635
"ENSG00000144791","3",45555394,45686341
"ENSG00000145041","3",51395867,51500002
"ENSG00000145287","4",83090048,83137075
"ENSG00000145293","4",82430590,82461177
"ENSG00000145908","5",150894392,150904983
"ENSG00000145949","6",2663629,2750922
"ENSG00000145979","6",13266542,13328583
"ENSG00000146070","6",46704201,46735693
"ENSG00000146457","6",159725585,159756319
"ENSG00000146476","6",151452258,151470101
"ENSG00000146909","7",156949712,156973176
"ENSG00000147065","X",65588377,65741931
"ENSG00000147168","X",71107404,71112108
"ENSG00000147174","X",71578411,71613583
"ENSG00000147224","X",107628424,107651026
"ENSG00000147437","8",25419258,25424654
"ENSG00000147576","8",66432492,66468907
"ENSG00000147669","8",100150623,100154003
"ENSG00000148110","9",94374569,94461042
"ENSG00000148291","9",133356550,133361158
"ENSG00000148484","10",16590611,16817463
"ENSG00000148498","10",34109560,34815325
"ENSG00000148688","10",90871716,90908553
"ENSG00000149089","11",34853094,34916379
"ENSG00000149313","11",106075501,106098699
"ENSG00000149499","11",62602218,62612765
"ENSG00000149527","1",2425980,2505532
"ENSG00000149600","20",32702691,32743997
"ENSG00000149636","20",36751791,36773818
"ENSG00000149679","20",62388632,62407285
"ENSG00000150527","14",39230231,39388513
"ENSG00000150672","11",83455012,85627922
"ENSG00000151012","4",138164097,138242349
"ENSG00000151470","4",129093317,129116640
"ENSG00000151490","12",15322508,15598331
"ENSG00000151576","3",114005833,114088422
"ENSG00000151704","11",128836315,128867373
"ENSG00000151849","13",24882279,24922889
"ENSG00000152207","13",48653711,48711226
"ENSG00000152223","18",45847609,45967329
"ENSG00000152404","11",107326345,107457844
"ENSG00000152894","6",127968779,128520674
"ENSG00000153046","6",4706159,4955551
"ENSG00000153214","2",112055269,112119318
"ENSG00000153443","16",4608883,4615027
"ENSG00000153814","7",27830573,28180795
"ENSG00000153936","1",86914635,87109982
"ENSG00000154122","5",14704800,14871778
"ENSG00000154447","4",169094259,169270956
"ENSG00000154736","21",26917922,26967088
"ENSG00000154945","17",50693198,50707914
"ENSG00000155008","X",85003877,85093316
"ENSG00000155034","7",5431335,5513809
"ENSG00000155189","8",6708642,6761503
"ENSG00000155324","5",126360132,126496494
"ENSG00000155849","7",36854361,37449249
"ENSG00000156345","9",87966441,87974753
"ENSG00000156374","10",103302796,103351144
"ENSG00000156467","8",96225920,96235634
"ENSG00000156482","8",98024851,98046469
"ENSG00000156804","8",123497889,123541206
"ENSG00000157014","3",10248023,10281218
"ENSG00000157106","16",18804853,18926454
"ENSG00000157349","16",70289663,70335283
"ENSG00000157483","15",59132434,59372871
"ENSG00000157578","21",39405844,39445805
"ENSG00000157593","6",44254096,44257890
"ENSG00000157778","7",1567332,1571005
"ENSG00000157837","12",120762510,120904358
"ENSG00000158234","3",138608606,138633376
"ENSG00000158467","7",129225023,129430211
"ENSG00000158552","2",219195237,219209651
"ENSG00000158604","7",44577894,44582287
"ENSG00000158828","1",20633458,20651511
"ENSG00000159063","11",78100936,78139653
"ENSG00000159147","21",33559542,33588706
"ENSG00000159214","1",43991359,43996528
"ENSG00000159322","15",72751369,72785846
"ENSG00000159346","1",202940826,202958572
"ENSG00000159377","1",151399560,151401937
"ENSG00000159479","1",43383917,43389808
"ENSG00000159596","1",45688181,45694436
"ENSG00000159640","17",63477061,63498380
"ENSG00000159692","4",1211448,1249953
"ENSG00000159905","19",43951223,43967709
"ENSG00000160124","3",122359591,122383231
"ENSG00000160294","21",46235133,46286297
"ENSG00000160305","21",46458891,46570015
"ENSG00000160392","19",40319536,40348527
"ENSG00000160439","19",55039108,55071291
"ENSG00000160606","17",28724348,28727935
"ENSG00000160679","1",153633982,153646306
"ENSG00000160818","1",156594487,156601496
"ENSG00000160908","7",99473877,99504857
"ENSG00000160957","8",144511288,144517845
"ENSG00000161016","8",144789765,144792587
"ENSG00000161204","3",184186023,184194012
"ENSG00000161381","17",39063313,39154394
"ENSG00000161395","17",39671122,39696797
"ENSG00000161405","17",39757718,39864312
"ENSG00000161542","17",76309478,76384521
"ENSG00000161671","19",50476400,50490870
"ENSG00000161677","19",50505998,50511353
"ENSG00000161958","17",7438273,7444937
"ENSG00000162073","16",2969270,2973484
"ENSG00000162377","1",52684449,52698347
"ENSG00000162433","1",65147549,65232145
"ENSG00000162496","1",12567910,12618210
"ENSG00000162512","1",30869466,30908758
"ENSG00000162645","1",89106132,89150456
"ENSG00000163145","4",15339818,15446166
"ENSG00000163159","1",151176304,151195321
"ENSG00000163249","2",207711540,207761839
"ENSG00000163322","4",83459517,83523348
"ENSG00000163431","1",201896456,201946588
"ENSG00000163516","2",219229783,219236679
"ENSG00000163520","3",13549125,13638422
"ENSG00000163541","2",84423528,84460045
"ENSG00000163683","4",39546336,39638902
"ENSG00000163704","3",9945542,9952408
"ENSG00000163739","4",73869393,73871308
"ENSG00000163788","3",43286512,43424764
"ENSG00000163904","3",185582496,185633551
"ENSG00000164002","1",40508741,40516556
"ENSG00000164117","4",174236658,174283667
"ENSG00000164171","5",52989340,53094779
"ENSG00000164182","5",60945205,61153026
"ENSG00000164308","5",96875986,96919703
"ENSG00000164347","5",74721206,74767147
"ENSG00000164463","5",173056352,173139284
"ENSG00000164683","8",79764010,79767857
"ENSG00000164818","7",726699,786475
"ENSG00000164898","7",139339457,139346328
"ENSG00000164919","8",99873200,99893707
"ENSG00000164951","8",93857807,93926068
"ENSG00000165181","9",111686173,111795008
"ENSG00000165309","10",22928024,23038523
"ENSG00000165406","10",45454585,45594906
"ENSG00000165480","13",21153595,21176552
"ENSG00000165490","11",82899975,82958277
"ENSG00000165502","14",49618530,49620626
"ENSG00000165506","14",49625174,49635230
"ENSG00000165516","14",49768130,49786385
"ENSG00000165626","10",13438484,13528974
"ENSG00000165675","X",130623369,130903317
"ENSG00000165694","X",132076993,132128020
"ENSG00000165699","9",132891348,132946874
"ENSG00000165795","14",21016763,21070872
