ENSEMBL,ENTREZID,SYMBOL,gene_type,pi_C1_C5_C7,pi_C10_C18_C19,pi_C9_C12_C15,chr,start_pos,end_pos,logFC_C1,logFC_C10,logFC_C11,logFC_C12,logFC_C13,logFC_C14,logFC_C15,logFC_C16,logFC_C17,logFC_C18,logFC_C19,logFC_C2,logFC_C3,logFC_C4,logFC_C5,logFC_C6,logFC_C7,logFC_C8,logFC_C9,AveExpr_C1,AveExpr_C10,AveExpr_C11,AveExpr_C12,AveExpr_C13,AveExpr_C14,AveExpr_C15,AveExpr_C16,AveExpr_C17,AveExpr_C18,AveExpr_C19,AveExpr_C2,AveExpr_C3,AveExpr_C4,AveExpr_C5,AveExpr_C6,AveExpr_C7,AveExpr_C8,AveExpr_C9,P_C1,pi_C1,P_C10,pi_C10,P_C11,pi_C11,P_C12,pi_C12,P_C13,pi_C13,P_C14,pi_C14,P_C15,pi_C15,P_C16,pi_C16,P_C17,pi_C17,P_C18,pi_C18,P_C19,pi_C19,P_C2,pi_C2,P_C3,pi_C3,P_C4,pi_C4,P_C5,pi_C5,P_C6,pi_C6,P_C7,pi_C7,P_C8,pi_C8,P_C9,pi_C9,crit_C1,crit_C10,crit_C12,crit_C15,crit_C18,crit_C19,crit_C5,crit_C7,crit_C9,sig_pi_C1,sig_pi_C5,sig_pi_C7,sig_pi_C9,sig_pi_C10,sig_pi_C12,sig_pi_C15,sig_pi_C18,sig_pi_C19
ENSG00000144645,114884,OSBPL10,protein_coding,2.058533624,1,1,3,31699382,32119072,0.372259481,0.585746858,0.391978188,0.585514812,0.157599083,0.391746142,0.178490811,-0.006207147,-0.213487378,0.62401802,0.749321042,-0.19376867,-0.16380623,-0.471138758,-0.937557695,-0.351810836,0.068205078,-0.352042883,0.039935306,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,3.105094046,0.35534393,0.167275207,0.233898237,0.369590483,0.392473738,0.159217385,0.132707343,0.513557997,0.713773237,0.023078769,0.302789462,0.203261107,0.621848676,0.036825383,0.987021889,3.52e-05,0.445925691,0.074878031,0.034040643,0.916059852,0.082871061,0.810463465,0.719877493,0.027658812,0.775610633,0.018077041,0.237989777,0.293727547,0.006373323,2.058533624,0.329132715,0.169794094,0.817796295,0.005958045,0.288331958,0.190140902,0.899464659,0.001837659,1.293743054,1.178544881,1.310084827,1.097790564,0.842265886,0.71230366,1.433966533,0.646202504,2.161717866,0,2.058533624,0,0,0,0,0,0.916059852,0.810463465
ENSG00000204520,100507436,MICA,protein_coding,2.043274543,1,2.445716272,6,31371356,31383092,-0.511274106,-0.331161516,0.436736338,-0.321954485,0.255715033,0.445943369,0.256623747,0.186119663,-0.18011259,-0.136699667,-0.252359114,0.767897854,-0.069595371,0.437175321,0.829590021,0.498428506,0.2718087,0.507635537,0.944371874,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,2.069957027,0.097396993,0.517130471,0.434788468,0.1197884,0.302447177,0.22681922,0.274029832,0.181003505,0.393834842,0.103484259,0.159420069,0.355620665,0.397959851,0.102690749,0.577226608,0.044418138,0.539903401,0.048213247,0.623404834,0.02805485,0.457563665,0.085688151,0.077903887,0.851169369,0.876494869,0.003984378,0.154384947,0.35472189,0.003443554,2.043274543,0.12732188,0.446141839,0.299158167,0.142454705,0.090478184,0.529695409,0.002571693,2.445716272,0.61691359,0.566074982,0.777030603,0.690210511,0.56487946,0.675166712,1.029526384,0.776259409,0.86353432,0,2.043274543,0,2.445716272,0,0,0,0,0
ENSG00000164953,91147,TMEM67,protein_coding,2.038363271,1.35952175,1,8,94767072,94831462,-0.76248315,-0.966597306,-0.410900732,-0.369940032,0.586342623,0.185756543,-0.206786576,0.355198739,0.204114156,-0.015028313,-0.138796148,0.555696574,-0.231143884,0.223202335,0.824573271,-0.142024035,-0.070643415,0.454633239,0.043732507,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.599467597,0.03089425,1.151442841,0.039219068,1.35952175,0.379289817,0.173001049,0.250344016,0.222505162,0.083041202,0.63366421,0.622787138,0.038202758,0.559445803,0.052160255,0.340044494,0.166397912,0.501252872,0.061222638,0.961154846,0.000258587,0.716953561,0.020057289,0.263945371,0.321462661,0.643339513,0.04427787,0.517973241,0.063767272,0.007130323,1.770268743,0.686288758,0.023219952,0.814738415,0.006285979,0.166858513,0.35354628,0.895389253,0.002098641,0.813089011,0.770311743,0.829556337,1.024231475,0.637979808,0.70954149,1.083625578,0.914677506,1.056956373,1.151442841,1.770268743,0,0,1.35952175,0,0,0,0
ENSG00000132965,241,ALOX5AP,protein_coding,2.01930345,1,1,13,31309645,31338556,0.597677224,0.360850362,-0.209514985,0.434430662,-0.293364756,-0.135934685,0.027311877,-0.184984674,0.236826862,0.131803684,0.326050581,-0.570365347,0.108380082,-0.378523728,-0.803692168,-0.442841806,-0.078604494,-0.369261506,-0.578776491,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,6.366518881,0.042085281,0.822326021,0.355548757,0.162058199,0.591258422,0.047816067,0.134525347,0.378474202,0.306528808,0.150651223,0.639960049,0.026350549,0.924763637,0.000927764,0.543621365,0.048966088,0.366201652,0.103322753,0.594110853,0.029805098,0.283489252,0.17850076,0.166338618,0.444318547,0.795043538,0.010795641,0.169733323,0.291551424,0.003072321,2.01930345,0.129458488,0.39318572,0.733065304,0.010600393,0.187165239,0.268739221,0.03794976,0.822320409,0.836917402,0.759166785,0.736427615,0.742581676,0.480248947,0.589029072,0.721856426,0.544702687,0.703192238,0,2.01930345,0,0.822320409,0,0,0,0,0
ENSG00000162383,6512,SLC1A7,protein_coding,2.014007197,1,1,1,53552855,53608289,1.377175179,0.814825788,-0.202511613,0.1695942,-0.46335812,-0.847743201,0.359837778,-0.176001558,0.562349391,-0.09905781,-0.117762362,-1.017337401,0.287356563,-0.205568985,-0.569869296,0.244956492,0.023803248,-0.400275095,-0.602786709,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,1.871543008,0.034481088,2.014007197,0.311578689,0.412654061,0.816071412,0.017876072,0.819804463,0.014634236,0.522892109,0.130476046,0.170009531,0.652361054,0.618928906,0.074975524,0.817937723,0.015361374,0.249370099,0.339184198,0.844928193,0.00724907,0.874329343,0.006868483,0.293691651,0.541333776,0.784956504,0.030216809,0.746536603,0.026096755,0.354789996,0.256457501,0.635165647,0.048284109,0.962184594,0.000398504,0.538993152,0.107440541,0.299792756,0.315365266,1.746104312,1.569451491,1.278462208,1.13741173,1.119046347,1.41468331,1.997744587,1.675602879,1.603253603,2.014007197,0,0,0,0,0,0,0,0
ENSG00000114786,100526760,ABHD14A-ACY1,protein_coding,2.011501565,1,1,3,52009066,52023199,-0.842020297,-1.463029865,-1.11148883,-0.350071785,1.162531738,0.00146925,-0.490479262,-0.152649546,0.621009568,-0.798206121,0.965109499,0.351541035,-1.315181284,-0.394106071,1.566631788,0.103601923,0.293869441,1.216560003,0.105071174,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,-1.632494656,0.332133279,0.403064681,0.226356245,0.94395787,0.378565687,0.468891292,0.680989931,0.058412736,0.215494195,0.774902298,0.998770938,7.85e-07,0.602867045,0.107796775,0.868206543,0.009369163,0.457608625,0.210836349,0.319368085,0.395677547,0.334287892,0.459275684,0.783363063,0.037276325,0.317424746,0.655432717,0.674235467,0.06746639,0.0520037,2.011501565,0.90864949,0.004310214,0.678729153,0.049459254,0.178799591,0.909540988,0.905110742,0.004549401,2.321652062,1.658682731,2.784147422,2.243613062,1.558107605,2.064171845,3.02712461,2.616010897,2.856510976,0,0,0,0,0,0,0,0,0
ENSG00000164512,79722,ANKRD55,protein_coding,2.00932821,2.32772645,1,5,55395507,55529186,1.140320173,1.422977149,0.250017399,0.726990531,-0.47583929,-0.445969219,-0.032639577,-0.400199479,-0.282656976,0.065445539,0.651350721,-1.17295975,0.075639811,0.123637828,-0.417647001,1.005330148,0.684137503,0.30934353,0.559360929,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.640779379,0.017295227,2.00932821,0.023130533,2.32772645,0.673854203,0.042861497,0.13338278,0.636044186,0.35257071,0.215438032,0.300670106,0.232755683,0.941222893,0.000858666,0.362191259,0.176512796,0.475783848,0.0911824,0.86377659,0.004162243,0.170184545,0.500940736,0.072391785,1.33753857,0.910359017,0.003085144,0.787846142,0.012803759,0.345559594,0.192734504,0.020680256,1.693422425,0.053926099,0.867623864,0.458044492,0.10489602,0.190205052,0.403175024,1.297421494,1.225498485,0.911877117,0.851435148,0.869417631,0.752237215,1.28486165,0.905645404,1.51710595,2.00932821,0,0,0,2.32772645,0,0,0,0
ENSG00000164850,2852,GPER1,protein_coding,2.007399764,3.001389157,1,7,1121844,1133451,0.977716646,1.510990131,0.602300013,0.372478717,-0.600210444,-0.5362114,0.069026529,-0.142767875,-0.533273484,0.120914045,-0.084963852,-0.908690117,0.457442569,-0.190855337,-0.911979825,0.599010305,-0.334502502,-0.539501108,0.062798905,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.264635192,0.034769742,1.426291605,0.010318761,3.001389157,0.29654671,0.317958327,0.43712773,0.133865738,0.214208517,0.401638781,0.21739981,0.355369193,0.880017404,0.003831576,0.766097155,0.016520549,0.128546494,0.475114553,0.711827478,0.017849966,0.85994939,0.005567435,0.162087368,0.718093119,0.501063905,0.137281663,0.644908128,0.036358352,0.028624354,1.407425913,0.138526368,0.51423091,0.33263874,0.159901285,0.179869385,0.40195139,0.879106479,0.003514134,1.388764203,1.08477168,0.804579511,1.415575981,0.694840787,0.674858263,1.199934732,0.595346874,1.975241683,1.426291605,1.407425913,0,0,3.001389157,0,0,0,0
ENSG00000127124,59269,HIVEP3,protein_coding,2.005138235,1,1,1,41972036,42501596,-0.006960246,-0.404762927,-0.427916442,-0.603255266,0.054011566,-0.626408781,-0.030113762,-0.238461984,0.39780268,-0.674100253,-0.310781716,-0.023153515,-0.29247355,0.284983344,1.013095163,0.608332236,0.028444792,0.409839898,-0.018076544,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,3.764458925,0.986578739,4.08e-05,0.472806938,0.131675921,0.47271837,0.139242949,0.164382286,0.473039591,0.896089914,0.002573565,0.159473812,0.499442377,0.947391781,0.000706782,0.604909199,0.052058591,0.298849391,0.208666451,0.069723922,0.779676615,0.485972637,0.097395317,0.970018314,0.000306091,0.636821285,0.057319677,0.473912124,0.09242072,0.010490108,2.005138235,0.142914069,0.513995124,0.932177519,0.000867605,0.338378525,0.192869511,0.965207363,0.000278006,0.972558907,0.959687676,1.043042015,1.262451574,0.84682588,0.847274434,1.371370657,1.127270857,1.65618527,0,2.005138235,0,0,0,0,0,0,0
ENSG00000126947,51309,ARMCX1,protein_coding,2.003687547,1.149721857,1,X,100805514,100809683,-1.305624265,-0.942984934,0.42732262,0.285028559,0.783036483,1.655336113,0.064683288,0.035652763,-0.362639332,-0.063081523,1.032412279,1.370307554,-0.74738372,-0.994471124,-0.148353118,-1.091338051,-0.213750368,0.136675441,0.563998062,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,-0.803377308,0.029197211,2.003687547,0.189029847,0.682220948,0.488863006,0.132817351,0.546303529,0.074838807,0.166430055,0.609803947,0.005822521,3.699492309,0.889088031,0.003302421,0.941850944,0.000927607,0.372904413,0.155355588,0.868081481,0.003875698,0.076979187,1.149721857,0.070790051,1.575891751,0.317321688,0.372570967,0.064461866,1.184113909,0.72568429,0.02065851,0.061108439,1.32477396,0.575811059,0.051240238,0.750865811,0.017007573,0.204190005,0.389139216,1.735171547,1.278176116,0.992502259,1.324892429,1.084662218,0.887780306,1.537909962,1.184665749,1.74415584,2.003687547,0,0,0,0,0,0,0,1.149721857
ENSG00000173578,2829,XCR1,protein_coding,2.003385933,1,1,3,46058516,46069234,0.405359194,0.864944334,0.274627777,0.352394479,-0.407387012,-0.237922078,-0.184957363,0.865192508,-0.45958514,-0.247730467,-0.920185041,-0.590316557,1.27257952,-0.161039948,-0.320696493,0.54424784,-1.092297455,0.031697985,0.306325762,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,-0.861312047,0.443689713,0.143059626,0.210679303,0.585029428,0.688492322,0.044517409,0.506445176,0.104121137,0.451357376,0.140743843,0.65027821,0.044467826,0.725190256,0.025810437,0.150790504,0.710864665,0.296749966,0.242481404,0.533721644,0.067552428,0.132615225,0.807376439,0.429494891,0.216670968,0.117719743,1.182418146,0.737550822,0.021290777,0.493331474,0.098409303,0.281236389,0.299841639,0.014652006,2.003385933,0.945853371,0.000766336,0.541399005,0.081630469,1.514546639,1.178003152,1.386462473,1.616361893,0.842666216,0.914359341,1.665061657,0.918014033,2.228889388,0,0,2.003385933,0,0,0,0,0,0
ENSG00000243207,692312,PPAN-P2RY11,protein_coding,2.003104434,2.457196442,1.414930789,19,10216899,10225456,0.009995364,0.016123952,-0.652409656,0.456981152,0.820124251,-0.211552457,-0.658538245,2.025124385,-0.006128589,-1.946928606,-0.748018983,-0.668533608,1.205000134,-0.89002766,1.877025197,1.893149149,-1.200846019,2.334006348,1.681596692,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,-3.249610484,0.992499056,3.27e-05,0.991804374,5.76e-05,0.680503499,0.109063086,0.666548914,0.080505444,0.481991304,0.259947237,0.845632142,0.015404936,0.543798674,0.1742241,0.111430645,1.929934136,0.995765682,1.13e-05,0.054690435,2.457196442,0.578985861,0.177528872,0.659846179,0.120708619,0.482831718,0.381026113,0.415227623,0.339735807,0.085670301,2.003104434,0.10155392,1.880471308,0.189736207,0.866830442,0.037385091,3.331330899,0.144071802,1.414930789,Inf,4.029383893,Inf,Inf,Inf,21.93474164,4.336872981,NA,Inf,0,0,NA,0,0,0,0,0,0
ENSG00000127329,5787,PTPRB,protein_coding,2.002779793,1.90685256,1,12,70910630,71031220,1.233762245,0.920760756,-0.073302402,0.657188266,-1.311632228,-0.336874892,0.239699087,0.624644676,0.313001489,0.281741576,-1.279088637,-0.994063158,1.936276903,0.695825122,-0.897548681,0.023212075,-0.295486506,-0.240360414,-0.313662817,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,-0.086140937,0.026042869,1.954663304,0.165296809,0.719791398,0.908635175,0.003050146,0.250709354,0.394858073,0.017704861,2.297858304,0.491517763,0.103912693,0.644147002,0.045786123,0.310201127,0.317542262,0.403019274,0.123533607,0.488481485,0.087664425,0.032300555,1.90685256,0.188440422,0.720522755,0.020622601,3.263897862,0.135681651,0.603613598,0.072181883,1.024616255,0.957617572,0.00043657,0.497641213,0.089557132,0.610800885,0.051461247,0.467458013,0.103589464,1.212361489,1.447792467,0.868488205,1.605340399,0.799299596,1.078806862,1.9406913,0.822343775,2.39287747,1.954663304,0,0,0,0,0,0,0,1.90685256
ENSG00000198899,4508,ATP6,protein_coding,2.002376334,1,1,MT,8527,9207,-0.087920379,-0.667534643,-0.545278444,-0.330467602,0.142471714,-0.208211403,0.03433582,-0.012891414,0.579614263,-0.525432687,-0.175104474,0.122256199,-0.155363128,0.129234625,0.797139026,0.129604383,0.078577669,0.466671424,-0.078607019,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,4.587608576,0.759951621,0.010481345,0.083221657,0.720779637,0.159999247,0.433977331,0.256187797,0.195452274,0.620539746,0.02952447,0.476765611,0.066980583,0.906905809,0.001457137,0.966395409,0.000191375,0.022719177,0.952658292,0.03326369,0.776605051,0.565513591,0.04334833,0.766211864,0.014139067,0.71151,0.022965621,0.635620251,0.025433668,0.003076425,2.002376334,0.642111553,0.024934525,0.728292687,0.010819678,0.097305561,0.472207238,0.767517089,0.009032886,0.753895669,0.605809806,0.652064702,0.799858647,0.550049578,0.458658361,0.729781756,0.6431573,1.309035648,0,2.002376334,0,0,0.720779637,0,0,0.776605051,0
ENSG00000135503,91,ACVR1B,protein_coding,2.000103984,1.059326654,1,12,52345451,52390862,0.731503323,0.706302812,-0.072498481,0.440729835,-0.406229301,-0.338071458,-0.047297971,-0.12327999,0.025200511,0.126659955,0.157780525,-0.778801293,0.282949311,-0.06448977,-0.597379025,0.108923786,0.131601798,-0.15664919,-0.229147671,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,3.843225428,0.005238677,1.668396988,0.03163593,1.059326654,0.821554096,0.006188748,0.090320346,0.460216445,0.121137797,0.372398658,0.176398023,0.254738969,0.851266016,0.00330777,0.635132396,0.024302891,0.899312508,0.001161476,0.52137364,0.035825886,0.547568277,0.041269345,0.032693599,1.156938346,0.44168817,0.100414249,0.784772675,0.006787943,0.009844736,1.198817786,0.636908908,0.02134064,0.492594802,0.040468892,0.496058722,0.047694495,0.310386966,0.116429135,0.781564776,0.973147105,0.740128841,0.59450411,0.46583026,0.638328839,0.989500562,0.289316134,0.810414248,1.668396988,1.198817786,0,0,1.059326654,0,0,0,0
ENSG00000024526,55635,DEPDC1,protein_coding,1.996679778,1,2.538018844,1,68939835,68962904,1.598107247,0.825788699,-0.941189958,1.748323012,-1.384965465,-0.018655645,-0.16887141,0.390992872,0.772318548,-0.741350983,-0.027635326,-1.766978657,1.775958338,0.169938639,-0.473675844,0.352112855,0.12175041,1.274647168,0.33345721,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,-1.428294326,0.056311505,1.996679778,0.433935801,0.299409939,0.323432533,0.461386657,0.035343731,2.538018844,0.101549553,1.375716644,0.978648714,0.000174863,0.805580832,0.015855485,0.598539247,0.087155192,0.241806339,0.476159345,0.254097232,0.441103884,0.971193434,0.00035081,0.103357571,1.741636126,0.116037963,1.661231258,0.804141756,0.016087647,0.556239391,0.12066336,0.604704895,0.076921348,0.832921235,0.009666503,0.070188788,1.470601557,0.607204039,0.072248623,1.969984873,1.697178877,1.204760647,1.585976325,1.103103361,1.365448432,2.032770092,1.752076426,1.88723439,1.996679778,0,0,0,0,2.538018844,0,0,0
ENSG00000183117,64478,CSMD1,protein_coding,1.992218226,2.25689561,1,8,2792875,4852494,1.59231407,1.930418587,0.665312917,0.807255368,-0.648868627,-0.457850301,0.3272084,0.203290088,-0.338104517,0.941285232,-0.044903347,-1.26510567,0.852158716,0.641458445,-0.948695414,0.981723173,0.709776924,-0.141440046,0.523872871,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,-0.879279278,0.056085871,1.992218226,0.067745055,2.25689561,0.512015018,0.193417975,0.358907019,0.359243208,0.471840938,0.211663789,0.525305244,0.128009571,0.676590746,0.055518741,0.819013883,0.017627027,0.598419486,0.075395371,0.187935105,0.683365631,0.960695699,0.000781954,0.267296818,0.724913407,0.501193757,0.255642798,0.449534997,0.22273778,0.222526405,0.619136129,0.162849757,0.773806854,0.325691699,0.345798569,0.847209482,0.010184983,0.4538996,0.179709455,1.541905667,1.473944863,1.537927024,1.684947891,1.061083571,1.08507243,1.982280723,1.517968336,2.335661501,1.992218226,0,0,0,2.25689561,0,0,0,0
ENSG00000270316,100528007,BORCS7-ASMT,protein_coding,1.988415639,1.429649373,1,10,104614029,104661656,-0.34244616,0.406682746,0.193559074,1.283276977,-0.227702855,1.070153305,-0.555569832,0.67217701,-0.749128906,1.493968585,0.383397112,-0.213123672,0.899879865,0.643228385,-1.078443055,-0.671760309,1.684834779,0.204833923,0.398392997,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,-3.172273963,0.782848131,0.036409725,0.790235838,0.041580577,0.885551837,0.010217212,0.235153769,0.806729578,0.849782573,0.016096811,0.368330114,0.464192665,0.581843056,0.130666771,0.534819544,0.182692825,0.401796017,0.296650831,0.110421232,1.429649373,0.751164165,0.047642895,0.893993595,0.01037179,0.578329873,0.214013366,0.572684563,0.155715637,0.284336628,0.589010215,0.561146994,0.168560353,0.066041306,1.988415639,0.817162404,0.017962219,0.693942223,0.063215681,Inf,7.621009527,Inf,38.82840415,8.312174447,5.852778377,Inf,10.02677813,3.538414664,0,0,0,0,0,0,0,0,0
ENSG00000198938,4514,COX3,protein_coding,1.979137554,1.493788552,1,MT,9207,9990,-0.33056584,-0.691002821,-0.371770499,-0.240354529,0.123829656,0.078877793,-0.011333518,0.077195174,0.360436981,-0.340010806,-0.193720046,0.319232322,-0.046634483,0.148853957,0.61269442,-0.078308401,0.025417375,0.372339891,0.000569392,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,7.999894679,0.082368922,0.358411589,0.006890185,1.493788552,0.133999255,0.324517582,0.206068633,0.164880349,0.5140903,0.035781891,0.66922576,0.013758444,0.951292512,0.000245778,0.690543248,0.012413688,0.028383133,0.557574266,0.030644963,0.514654262,0.321399536,0.095495218,0.229491868,0.204063739,0.863368644,0.002975454,0.400478255,0.059157698,0.000588546,1.979137554,0.664957534,0.013876725,0.862262459,0.001635876,0.036952305,0.533324194,0.997363565,6.53e-07,0.569598402,0.574509751,0.406797053,0.632728965,0.399169618,0.40434682,0.664070563,0.527784783,0.871482641,0,1.979137554,0,0,1.493788552,0,0,0.514654262,0
ENSG00000213934,3047,HBG1,protein_coding,1.976611098,1,2.108499708,11,5269313,5271122,-2.080697703,-2.043515014,3.165336472,-3.101541835,0.792359158,2.107309652,3.128153784,0.235782789,-0.037182689,-1.666894671,-2.544965466,5.208851487,-0.556576368,-1.452663205,1.006590624,-1.036924391,-3.15773447,-2.094951211,1.070385262,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,1.895086261,0.465450937,0.691053994,0.588943512,0.469857965,0.441511712,1.123877315,0.3439503,1.437578001,0.763874212,0.092688709,0.45962654,0.711416996,0.339725611,1.46670282,0.9617465,0.003994016,0.988063049,0.00019392,0.436272675,0.600485448,0.574313613,0.612957196,0.231873841,3.306309332,0.920527747,0.020016221,0.560962435,0.36471466,0.661847718,0.18042324,0.729396348,0.142096401,0.236614516,1.976611098,0.530431647,0.576887915,0.654519867,0.197033486,11.20746029,6.343616215,4.241234807,5.437789156,4.596399375,3.78470757,8.67510515,3.993868683,8.656094337,0,0,0,0,0,0,0,0,0
ENSG00000035499,55789,DEPDC1B,protein_coding,1.96735466,1,1.393528718,5,59892739,59996017,1.088075581,0.719573264,-0.163292917,0.94638019,-0.845820096,0.063514009,0.2052094,0.197091161,0.368502318,-0.214133526,-0.096531067,-0.882866181,1.042911257,0.605440106,-0.026246465,0.693326799,0.393659046,0.920133725,0.756840808,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,-0.406948719,0.015555903,1.96735466,0.221806963,0.470618777,0.764578326,0.019036365,0.033930397,1.390621515,0.064610309,1.006270629,0.868459116,0.003890273,0.592291497,0.046677854,0.638504979,0.038400397,0.34436827,0.17060805,0.587963713,0.049389786,0.823706319,0.00813058,0.132888447,0.773843486,0.09432219,1.069386733,0.14157511,0.514026577,0.952291242,0.000557218,0.077351965,0.770652601,0.27262347,0.222195636,0.023225416,1.503532092,0.047419387,1.002090578,1.508413994,1.196615546,0.479006874,0.904316347,0.993133582,0.891493391,1.349901988,1.035629426,1.289193854,1.96735466,0,0,0,0,1.390621515,0,0,0
ENSG00000139899,643866,CBLN3,protein_coding,1.966002858,1.53036173,1,14,24895738,24900160,0.3152733,0.5301804,0.789019022,0.015888537,-0.122548662,0.274727158,0.574111921,-0.054980179,-0.214907101,0.814934792,-0.051679946,0.258838621,0.067568482,-0.028734268,-0.966217722,-0.436037322,-0.257786065,-0.950329186,-0.161310164,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,-0.279939335,0.473637435,0.102323204,0.317873991,0.263894646,0.131514786,0.695145812,0.97154596,0.000199189,0.786323374,0.012793935,0.513049784,0.079627054,0.18137675,0.425657133,0.90564172,0.002366544,0.466026057,0.071261003,0.013246627,1.53036173,0.912449864,0.002056396,0.672422026,0.044612925,0.916900023,0.002545846,0.94557232,0.000698394,0.009231217,1.966002858,0.262856111,0.253024575,0.461885319,0.086478419,0.015386452,1.722815198,0.645061896,0.030713231,1.364898233,1.001056233,0.71295022,1.159382154,0.781412046,0.801219847,1.217324787,0.946646405,1.388976874,0,1.966002858,0,0,0,0,0,1.53036173,0
