"chr","pos","cms_score","genes","bin"
"chr2",10430596,6.97096,"C2orf48 & HPCAL1 & MIR4261","53"
"chr22",40323065,6.97025,"ENTHD1 & FAM83F & GRAP2","202"
"chr18",6377646,6.96938,"L3MBTL4 & MIR4317","32"
"chr11",85948302,6.96938,"EED & HIKESHI & MIR6755","430"
"chr22",36751101,6.96925,"APOL1 & MIR6819 & MYH9","184"
"chr19",9918355,6.9666,"FBXL12 & LOC100505555 & OLFM2 & PIN1 & UBL5 & ZNF846","50"
"chr4",167106956,6.96542,"TLL1","836"
"chr1",54799107,6.96358,"SSBP3 & SSBP3-AS1","274"
"chr1",245528415,6.96358,"KIF26B","1228"
"chr12",101093313,6.96316,"ANO4 & GAS2L3","506"
"chr7",96369360,6.96283,"SEM1","482"
"chr9",14393854,6.95392,"NFIB","72"
"chr8",77061423,6.9459,"NONAME","386"
"chr4",141993020,6.9459,"RNF150","710"
"chr5",32678752,6.94588,"NPR3 & SUB1","164"
"chr5",91915694,6.94568,"NONAME","460"
"chr12",115829946,6.94568,"NONAME","580"
"chr2",7510236,6.94484,"LOC100506274","38"
"chr18",73535145,6.94484,"NONAME","368"
"chr6",162610383,6.94348,"PRKN","814"
"chr7",84776872,6.94262,"SEMA3D","424"
"chr4",55752570,6.94262,"NONAME","279"
"chr2",126509261,6.93983,"NONAME","633"
"chr16",88774764,6.93983,"CDT1 & CTU2 & CYBA & IL17C & LOC100289580 & LOC339059 & MIR4722 & MVD & PIEZO1 & RNF166 & SNAI3 & SNAI3-AS1 & ZC3H18","444"
"chr17",3046818,6.93969,"LOC100288728 & OR1A1 & OR1A2 & OR1D2 & OR1D4 & OR1D5 & OR1E3 & OR1G1","16"
"chr6",18847966,6.93547,"NONAME","95"
"chr8",11094906,6.93395,"MTMR9 & SLC35G5 & XKR6","56"
"chr18",13552167,6.93395,"LDLRAD4 & MIR4526 & MIR5190","68"
"chr14",26078015,6.93395,"NONAME","131"
"chr11",125991298,6.93395,"CDON & FAM118B & RPUSD4","630"
"chr10",101941001,6.93395,"BLOC1S2 & CHUK & CPN1 & CWF19L1 & ERLIN1 & SNORA12","510"
"chr7",40924632,6.93317,"LINC01450 & SUGCT","205"
"chr13",79065665,6.92829,"RNF219-AS1","396"
"chr12",99966670,6.92829,"ANKS1B & FAM71C","500"
"chr17",27823002,6.92754,"ABHD15 & ANKRD13B & GIT1 & TAOK1 & TP53I13","140"
"chr7",131337450,6.92706,"PODXL","657"
"chr9",94196985,6.92488,"AUH & NFIL3","471"
"chr4",104368574,6.92277,"LINC02428","522"
"chr16",58903369,6.91918,"NONAME","295"
"chr7",93967861,6.91687,"COL1A2 & COL1A2-AS1","470"
"chr6",160069445,6.91687,"SOD2 & WTAP","801"
"chr9",101107468,6.91676,"GABBR2 & TBC1D2","506"
"chr13",30064363,6.91579,"MTUS2 & MTUS2-AS1 & SLC7A1","151"
"chr16",56620231,6.91485,"BBS2 & MT1A & MT1B & MT1DP & MT1E & MT1F & MT1G & MT1H & MT1IP & MT1JP & MT1L & MT1M & MT1X & MT2A & MT3 & MT4","284"
"chr4",175135624,6.91366,"CEP44 & FBXO8 & LINC02268","876"
"chr7",17502590,6.90268,"KCCAT333 & LOC101927630","88"
"chr6",161235533,6.90215,"PLG","807"
"chr8",74915099,6.90109,"ELOC & LY96 & TMEM70","375"
"chr2",221450151,6.90109,"NONAME","1108"
"chr2",113366971,6.90109,"CHCHD5 & FLJ42351 & LOC105373562 & POLR1B & SLC20A1 & TTL","567"
"chr17",44930661,6.90109,"GOSR2 & NSF & WNT3 & WNT9B","225"
"chr12",71003873,6.90071,"PTPRB & PTPRR","356"
"chr10",95365091,6.89828,"CEP55 & FFAR4 & FRA10AC1 & PDE6C & RBP4","477"
"chr7",97864398,6.8976,"BAIAP2L1 & BHLHA15 & BRI3 & LMTK2 & TECPR1","490"
"chr1",244545198,6.89642,"ADSS & C1orf100 & CATSPERE","1223"
"chr21",44312407,6.89582,"ERVH48-1 & MIR5692B & NDUFV3 & PKNOX1 & WDR4","222"
"chr15",63138579,6.89582,"MIR190A & TLN2","316"
"chr9",118717431,6.89392,"LINC00474","594"
"chr7",30536916,6.89363,"GARS & GARS-DT & GGCT & LINC01176 & NOD1","153"
"chr3",67833293,6.89362,"SUCLG2-AS1","340"
"chr9",16228172,6.89238,"C9orf92","82"
"chr4",96380273,6.89238,"UNC5C","482"
"chr2",191506773,6.89238,"NAB1","958"
"chr13",74893329,6.89074,"LINC00381 & LINC00402 & LOC100288208","375"
"chr17",8270142,6.89039,"ARHGEF15 & KRBA2 & LOC100128288 & NDEL1 & ODF4 & PFAS & RANGRF & RNF222 & RPL26 & SLC25A35","42"
"chr20",8979024,6.88895,"PLCB4","45"
"chr2",53533604,6.88722,"NONAME","268"
"chr3",139990679,6.88608,"CLSTN2","700"
"chr2",71457449,6.88608,"MPHOSPH10 & PAIP2B","358"
"chr18",76241628,6.88608,"NONAME","382"
"chr11",79047600,6.88537,"MIR5579 & MIR708 & TENM4","396"
"chr10",21288921,6.88216,"NEBL","107"
"chr13",41069160,6.8821,"FOXO1 & LINC00598","206"
"chr6",20637515,6.87954,"CDKAL1","104"
"chr17",79002529,6.87895,"AATK & BAIAP2 & BAIAP2-DT & CHMP6 & LOC400627 & MIR3065 & MIR338 & MIR657 & RPTOR","396"
"chr17",65592421,6.87895,"PITPNC1","328"
"chr10",44538959,6.87895,"LINC00841","223"
"chr20",61317541,6.87712,"LINC00659 & NTSR1 & SLCO4A1 & SLCO4A1-AS1","307"
"chr7",31188448,6.87439,"ADCYAP1R1","156"
"chr3",116127212,6.87439,"LSAMP & LSAMP-AS1","581"
"chr9",120064068,6.87282,"ASTN2","601"
"chr7",147806981,6.87269,"CNTNAP2 & MIR548T","740"
"chr11",120366609,6.87269,"ARHGEF12 & GRIK4","602"
"chr1",234396991,6.87058,"MIR4671 & SLC35F3","1172"
"chr5",6575414,6.87008,"LINC01018 & NSUN2 & SRD5A1 & UBE2QL1","33"
"chr5",57565513,6.86854,"NONAME","288"
"chr6",95220828,6.85784,"NONAME","477"
"chr4",97477997,6.85747,"LINC02267","488"
"chr4",35436384,6.85747,"NONAME","178"
"chr16",82687412,6.85747,"CDH13 & MIR8058","414"
"chr20",51832013,6.85435,"TSHZ2","260"
"chr8",132811593,6.85277,"NONAME","665"
"chr1",4838146,6.85277,"AJAP1","25"
"chr5",78952152,6.85263,"CMYA5 & TENT2","395"
"chr2",119783904,6.85263,"MARCO","599"
"chr10",95585881,6.85173,"LGI1 & SLC35G1","478"
"chr10",107004034,6.84963,"SORCS3","536"
"chr16",85172431,6.84884,"FAM92B & KIAA0513 & LINC02139","426"
"chr17",53600037,6.84785,"NONAME","269"
"chr9",36058092,6.84589,"GLIPR2 & OR2S2 & RECK","181"
"chr7",17216569,6.84589,"NONAME","87"
"chr7",15290956,6.84589,"AGMO","77"
"chr15",101907493,6.84589,"LOC100507472 & PCSK6 & PCSK6-AS1 & SELENOS & SNRPA1","510"
"chr1",88894494,6.84589,"NONAME","445"
"chr18",67281637,6.84575,"DOK6","337"
"chr3",149676059,6.84574,"LOC646903 & PFN2 & RNF13","749"
"chr4",62874655,6.84404,"ADGRL3 & ADGRL3-AS1","315"
"chr3",27828664,6.84404,"EOMES & LINC01980 & LINC01981","140"
"chr12",65365708,6.84396,"LINC02231 & LINC02389 & TBC1D30 & WIF1","327"
"chr16",54758762,6.84391,"NONAME","274"
"chr1",106083755,6.84391,"LINC01676","531"
"chr9",7789065,6.84298,"DMAC1","39"
"chr3",83124229,6.84271,"NONAME","416"
"chr4",39951396,6.84091,"LOC344967 & PDS5A","200"
"chr13",74229893,6.83861,"KLF12 & LINC00392","372"
"chr5",20412499,6.83679,"CDH18 & CDH18-AS1","103"
"chr4",56670864,6.83679,"EXOC1 & EXOC1L","284"
"chr10",43744461,6.83679,"CSGALNACT2 & RASGEF1A","219"
"chr15",49601338,6.83635,"FAM227B & GALK2","249"
"chr15",54706108,6.8358,"UNC13C","274"
"chr12",70486240,6.83248,"NONAME","353"
"chr4",190044666,6.83125,"NONAME","951"
"chr2",174915012,6.82717,"LINC01960 & OLA1 & SP3","875"
"chr6",147168638,6.82698,"ADGB & KATNBL1P6 & STXBP5-AS1","736"
"chr2",73642311,6.82698,"ALMS1 & ALMS1-IT1","369"
"chr2",73594967,6.82698,"ALMS1 & ALMS1-IT1 & EGR4 & FBXO41","368"
"chr2",57406771,6.82444,"NONAME","288"
"chr10",47594841,6.82444,"ANTXRL & ANTXRLP1","238"
"chr8",56213591,6.82147,"XKR4","282"
"chr2",77161681,6.82141,"LOC101927907 & LRRTM4","386"
"chr2",236059366,6.82141,"SH3BP4","1181"
"chr12",128235793,6.82141,"LOC105370068","642"
"chr7",6407154,6.81989,"CYTH3 & DAGLB & FAM220A & KDELR2 & RAC1","33"
"chr7",39173503,6.81989,"POU6F2","196"
"chr4",86066980,6.81989,"NONAME","431"
"chr19",23812678,6.81989,"ZNF675","120"
"chr1",86101484,6.81989,"CCN1 & COL24A1 & DDAH1 & ZNHIT6","431"
"chr9",139798686,6.81864,"AJM1 & C8G & CCDC183 & CCDC183-AS1 & CLIC3 & EDF1 & FBXW5 & LCN12 & LCNL1 & MAMDC4 & MIR4292 & MIR4479 & PAXX & PHPT1 & PRR31 & PTGDS & RABL6 & TRAF2","699"
"chr7",29028393,6.81744,"CPVL & LOC100506497 & TRIL","146"
"chr7",90836643,6.81674,"CDK14 & FZD1","455"
"chr16",27095746,6.81379,"C16orf82","136"
"chr14",84778168,6.81379,"NONAME","424"
"chr12",28232989,6.81379,"NONAME","142"
"chr1",79655102,6.81379,"NONAME","399"
"chr4",60588417,6.80903,"NONAME","303"
"chr4",43870225,6.80862,"NONAME","220"
"chr1",235174549,6.80792,"LOC101927851 & TOMM20","1176"
"chr18",51043168,6.80743,"DCC & LINC01917 & LINC01919","256"
"chr4",165093072,6.80271,"ANP32C & MARCH1","826"
"chr13",32517709,6.80244,"EEF1DP3 & FRY & FRY-AS1","163"
"chr4",29493915,6.79568,"NONAME","148"
"chr7",109253787,6.79457,"NONAME","547"
"chr8",141554752,6.79344,"AGO2 & CHRAC1 & TRAPPC9","708"
"chr11",62793571,6.79234,"SLC22A24 & SLC22A6 & SLC22A8","314"
"chr10",3568100,6.79227,"LOC101927880 & LOC105376360","18"
"chr5",168731860,6.79087,"MIR585 & SLIT3","844"
"chr18",9647285,6.79066,"PPP4R1 & PPP4R1-AS1 & RAB31","49"
"chr12",24899642,6.79066,"BCAT1","125"
"chr1",9525470,6.79066,"LINC02606 & SLC25A33 & SPSB1","48"
"chr3",95188749,6.78778,"NONAME","476"
"chr12",85241009,6.78693,"SLC6A15","427"
"chr1",9357460,6.78693,"H6PD & SPSB1","47"
"chr8",54798458,6.78411,"ATP6V1H & RGS20 & TCEA1","274"
"chr5",171478319,6.78411,"FBXW11 & STK10","858"
"chr19",44280342,6.78411,"IRGC & KCNN4 & LYPD5 & SMG9 & ZNF283 & ZNF404","222"
"chr5",65291839,6.78352,"ERBIN & LOC100303749","327"
"chr4",130978442,6.78352,"NONAME","655"
"chr3",1830484,6.78352,"NONAME","10"
"chr11",22088242,6.78352,"NONAME","111"
"chr10",111451464,6.78352,"NONAME","558"
"chr1",182634626,6.78352,"LINC01686 & LINC01688 & RGS16 & RGS8 & RNASEL","914"
"chr7",153761820,6.77609,"DPP6 & LOC101929998","769"
"chr3",156435589,6.77469,"LINC00886 & PA2G4P4 & TIPARP & TIPARP-AS1","783"
"chr1",70307421,6.77469,"LRRC7 & PIN1P1","352"
"chr1",169102340,6.77386,"ATP1B1 & LINC00970 & LOC101928596 & NME7","846"
"chr9",136081705,6.77348,"GBGT1 & OBP2B & RALGDS","681"
"chr3",113641630,6.77348,"CCDC191 & GRAMD1C & ZDHHC23","569"
"chr2",155409847,6.77348,"GALNT13 & LOC100144595","778"
"chr17",68756368,6.77348,"NONAME","344"
"chr14",44337841,6.77348,"NONAME","222"
"chr1",20840066,6.77348,"CAMK2N1 & CDA & FAM43B & LINC01141 & MUL1","105"
"chr1",105210560,6.77348,"NONAME","527"
"chr16",21221324,6.77231,"ANKS4B & CRYM & CRYM-AS1 & DNAH3 & TMEM159 & ZP2","107"
"chr14",44548817,6.77231,"NONAME","223"
"chr4",170813538,6.77102,"LINC02275 & MFAP3L","855"
"chr13",33597933,6.7696,"KL & STARD13","168"
"chr4",41300480,6.76893,"APBB2 & LIMCH1 & UCHL1 & UCHL1-AS1","207"
"chr17",13803072,6.76584,"NONAME","70"
"chr10",31457506,6.76584,"LOC101929352","158"
"chr7",104758250,6.76538,"KMT2E & SRPK2","524"
"chr5",67235664,6.76432,"NONAME","337"
"chr5",142693032,6.76416,"ARHGAP26 & NR3C1","714"
"chr4",13646431,6.76416,"BOD1L1 & LINC01096 & LINC01182 & MIR5091","69"
"chr8",60969652,6.76063,"NONAME","305"
"chr16",79421242,6.76063,"NONAME","398"
"chr14",32694104,6.76063,"ARHGAP5 & RNU6-2","164"
"chr11",120931054,6.75952,"GRIK4 & TBCEL & TECTA","605"
"chr12",129201853,6.75948,"SLC15A4 & TMEM132C","647"
"chr4",62242825,6.75925,"ADGRL3","312"
"chr11",21297349,6.75472,"NELL1","107"
"chr2",65087883,6.75014,"LINC01800 & LINC02245","326"
"chr19",45712773,6.75014,"BLOC1S3 & CKM & EXOC3L2 & MARK4 & NKPD1 & PPP1R37 & TRAPPC6A","229"
"chr18",51281231,6.75014,"NONAME","257"
"chr11",109060550,6.75014,"NONAME","546"
"chr9",24553416,6.74575,"IZUMO3","123"
"chr8",92364455,6.74575,"SLC26A7","462"
"chr8",119110798,6.74575,"EXT1 & SAMD12","596"
"chr6",99724332,6.74575,"COQ3 & FAXC","499"
"chr2",120840448,6.74575,"EPB41L5 & PTPN4","605"
"chr13",110795080,6.74575,"COL4A1 & LINC00396 & LOC105370361","554"
"chr10",13392575,6.74575,"BEND7 & PHYH & SEPHS1","67"
"chr1",115735329,6.74575,"NGF & NGF-AS1","579"
"chr11",128801170,6.74161,"ARHGAP32 & C11orf45 & KCNJ1 & KCNJ5 & TP53AIP1","645"
"chr1",65518639,6.74161,"AK4 & JAK1 & LINC01359 & MIR101-1 & MIR3671","328"
"chr7",153506252,6.73863,"DPP6","768"
"chr3",145293852,6.73863,"NONAME","727"
"chr1",4231451,6.73863,"NONAME","22"
"chr17",51212,6.73727,"DOC2B & LINC02091 & RPH3AL","1"
"chr11",100450678,6.73622,"NONAME","503"
"chr5",29316671,6.7361,"LINC02064","147"
"chr3",3153194,6.73582,"CNTN4 & CNTN4-AS1 & CRBN & IL5RA & TRNT1","16"
"chr10",126933111,6.73392,"CTBP2","635"
"chr8",6385679,6.73234,"ANGPT2 & MCPH1 & MCPH1-AS1 & MIR8055","32"
"chr3",11870786,6.72448,"TAMM41","60"
"chr9",31009549,6.71999,"NONAME","156"
"chr16",22289598,6.71999,"CDR2 & EEF2K & LOC440346 & POLR3E & SDR42E2","112"
"chr3",75394747,6.71699,"FAM86DP & LINC02018","377"
"chr2",45858240,6.71647,"PRKCE & SRBD1","230"
"chr16",58487495,6.71627,"CNOT1 & GINS3 & NDRG4 & SETD6 & SNORA46","293"
"chr10",121069546,6.71152,"GRK5 & MIR4681","606"
"chr8",53439684,6.71127,"ALKAL1 & RB1CC1","268"
"chr8",30567129,6.71127,"GSR & GTF2E2 & PPP2CB & SMIM18 & UBXN8","153"
"chr10",50936392,6.71127,"C10orf53 & CHAT & OGDHL & PARG","255"
"chr2",54299609,6.71122,"ACYP2","272"
"chr14",44086638,6.71122,"NONAME","221"
"chr1",70862945,6.71122,"ANKRD13C & CTH & HHLA3","355"
"chr7",149870373,6.71118,"ACTR3C","750"
"chr4",980896,6.71051,"DGKQ & FGFRL1 & GAK & IDUA & RNF212 & SLC26A1 & TMEM175","5"
"chr6",144748179,6.70788,"SNORA98 & UTRN","724"
"chr22",33140411,6.70788,"SYN3 & TIMP3","166"
"chr14",70331561,6.70333,"LOC100289511 & LOC100506358 & SLC10A1 & SMOC1 & SRSF5","352"
"chr11",69971133,6.70278,"ANO1 & FADD & LINC02584 & LOC101928443","350"
"chr4",40659021,6.70259,"NSUN7 & RBM47","204"
"chr11",101771785,6.70259,"ANGPTL5 & CEP126","509"
"chr1",194216235,6.70176,"NONAME","972"
"chr3",11460814,6.70142,"ATG7","58"
"chr8",64651380,6.69747,"LINC01289","324"
"chr11",98592571,6.69741,"NONAME","493"
"chr10",19390905,6.69616,"MALRD1","97"
"chr5",160999365,6.69591,"GABRB2","805"
"chr9",97145188,6.69513,"LOC100132077 & MFSD14B & NUTM2F & ZNF169","486"
"chr3",27527353,6.69513,"SLC4A7","138"
"chr2",237728284,6.69506,"NONAME","1189"
"chr10",758393,6.69506,"DIP2C & LARP4B & LOC101930421 & MIR5699 & PRR26","4"
"chr6",41997487,6.69355,"BYSL & C6orf132 & CCND3 & TAF8","210"
"chr4",184830511,6.69355,"STOX2","925"
"chr16",18893268,6.6928,"ARL6IP1 & RPS15A & SMG1","95"
"chr4",66267626,6.69199,"EPHA5","332"
"chr1",193643052,6.69183,"NONAME","969"
"chr2",1731405,6.69173,"MYT1L & PXDN","9"
"chr10",79980089,6.69048,"LINC00595 & LINC00856","400"
"chr8",107308177,6.68778,"OXR1","537"
"chr2",62638839,6.68778,"TMEM17","314"
"chr10",101725539,6.68778,"CPN1 & DNMBP & DNMBP-AS1","509"
"chr1",44302328,6.68778,"ARTN & MIR6079 & ST3GAL3","222"
"chr4",71170524,6.68757,"CABS1 & CSN3 & FDCSP & OPRPN & SMR3A & SMR3B","356"
"chr13",83723341,6.68757,"NONAME","419"
"chr9",11439227,6.68711,"NONAME","58"
"chr7",68413429,6.68587,"NONAME","343"
"chr14",77331405,6.6844,"ANGEL1 & LINC01629 & LRRC74A & VASH1 & VASH1-AS1","387"
"chr12",128069192,6.68059,"LINC02411 & LOC105370068","641"
"chr8",103948121,6.6773,"ATP6V1C1 & AZIN1 & AZIN1-AS1","520"
"chr21",24643388,6.67527,"D21S2088E","124"
"chr1",40929654,6.67527,"EXO5 & SMAP2 & ZFP69 & ZFP69B & ZNF684","205"
"chr3",2386690,6.67464,"CNTN4","12"
"chr4",137413487,6.67131,"NONAME","688"
"chr6",170149824,6.66804,"C6orf120 & ERMARD & LINC00242 & LINC00574 & PHF10 & TCTE3 & WDR27","851"
"chr3",188897839,6.66783,"TPRG1 & TPRG1-AS2","945"
"chr4",131493884,6.66714,"NONAME","658"
"chr4",76051676,6.66655,"LINC02562 & PARM1","381"
"chr4",144754415,6.66246,"GYPE & LOC101927636 & LOC105377458","724"
"chr19",49529206,6.66246,"BAX & C19orf73 & CGB1 & CGB2 & CGB3 & CGB5 & CGB7 & CGB8 & DHDH & FTL & GYS1 & KCNA7 & LHB & LIN7B & LOC101059948 & MIR6798 & NTF4 & PPFIA3 & RUVBL2 & SNAR-G1 & SNAR-G2 & SNRNP70","248"
"chr11",109958333,6.66246,"RDX & ZC3H12C","550"
"chr1",70404321,6.66246,"LRRC7 & PIN1P1","353"
"chr4",146251960,6.65861,"LINC02266","732"
"chr5",132799872,6.65595,"FSTL4 & MIR1289-2","664"
"chr12",52800910,6.65595,"KRT6A & KRT6B & KRT6C & KRT75 & KRT82 & KRT83 & KRT84 & KRT85 & KRT86","265"
"chr12",52798364,6.65595,"KRT6A & KRT6B & KRT6C & KRT75 & KRT82 & KRT83 & KRT84 & KRT85 & KRT86","264"
"chr4",109483471,6.65565,"LOC101929621 & OSTC & RPL34 & RPL34-AS1","548"
"chr7",126982215,6.65559,"GRM8 & ZNF800","635"
"chr4",82549095,6.65559,"NONAME","413"
"chr12",28880266,6.65559,"NONAME","145"
"chr11",82332724,6.65559,"NONAME","412"
"chr15",57644267,6.65157,"CGNL1 & LINC00926 & LINC01413 & SNORD13D & TCF12","289"
"chr12",97459324,6.65063,"NONAME","488"
"chr7",21347553,6.65018,"NONAME","107"
"chr3",86986820,6.64735,"VGLL3","435"
"chr11",15164117,6.64735,"CALCB & INSC","76"
"chr10",89868686,6.64735,"NONAME","450"
"chr8",29377583,6.64702,"NONAME","147"
"chr1",107296179,6.64624,"LINC01661","537"
"chr7",128489730,6.64488,"ATP6V1F & ATP6V1FNB & CALU & CCDC136 & FLNC & FLNC-AS1 & IRF5 & KCP & OPN1SW","643"
"chr2",77251117,6.64488,"LOC101927907 & LRRTM4","387"
"chr19",31771864,6.64363,"LINC01791 & TSHZ3","159"
"chr12",77742393,6.64194,"NONAME","389"
"chr10",90763917,6.64021,"ACTA2 & ACTA2-AS1 & FAS & FAS-AS1 & MIR4679-1 & MIR4679-2 & STAMBPL1","454"
"chr3",79968288,6.63946,"NONAME","400"
"chr6",40408549,6.63678,"LINC00951 & LRFN2 & TDRG1","203"
"chr2",229730365,6.6365,"NONAME","1149"
"chr2",84529448,6.635,"FUNDC2P2","423"
"chr2",227576481,6.635,"IRS1 & MIR5702 & RHBDD1","1138"
"chr11",10618285,6.635,"AMPD3 & LYVE1 & MIR4485 & MRVI1 & MRVI1-AS1 & MTRNR2L8 & RNF141","54"
"chr15",49194502,6.63235,"CEP152 & EID1 & SECISBP2L & SHC4","246"
"chr9",28577294,6.6323,"LINGO2","143"
"chr8",31453914,6.6323,"NRG1","158"
"chr16",799108,6.6323,"CCDC78 & CHTF18 & CIAO3 & FAM173A & FBXL16 & GNG13 & HAGHL & JMJD8 & LOC105371038 & LOC105371184 & METRN & MIR662 & MSLN & PRR25 & RHBDL1 & RHOT2 & RPUSD1 & STUB1 & WDR24 & WDR90","4"
"chr5",159661754,6.63161,"CCNJL & FABP6","799"
"chr16",58767962,6.63161,"GOT2 & SLC38A7","294"
"chr7",154162692,6.63047,"DPP6","771"
"chr17",5780400,6.63047,"LOC339166","29"
"chr15",55554327,6.62943,"CCPG1 & DNAAF4-CCPG1 & PIGB & PIGBOS1 & RAB27A & RSL24D1","278"
"chr5",84043791,6.62534,"NONAME","421"
"chr19",46212241,6.62534,"BHMG1 & DM1-AS & DMPK & DMWD & EML2 & EML2-AS1 & FBXO46 & GIPR & MIR330 & MIR642A & MIR642B & QPCTL & RSPH6A & SIX5 & SNRPD2","232"
"chr11",60870113,6.62514,"CD5 & CD6 & VPS37C","305"
"chr10",107409121,6.6247,"LOC101927549","538"
"chr10",107396793,6.6247,"LOC101927549","537"
"chr16",28075753,6.62349,"GSG1L & XPO6","141"
"chr22",30865476,6.62345,"CCDC157 & GAL3ST1 & KIAA1656 & LOC105372990 & MTFP1 & RNF215 & SDC4P & SEC14L2 & SEC14L3 & SEC14L4 & SEC14L6","155"
"chr1",82956381,6.62272,"NONAME","415"
"chr10",127728244,6.62004,"ADAM12 & FANK1 & FANK1-AS1","639"
"chr8",19783233,6.6163,"INTS10 & LPL","99"
"chr4",120080721,6.6163,"LOC101929762 & MYOZ2 & SYNPO2 & USP53","601"
"chr14",95349679,6.6163,"NONAME","477"
"chr4",167569482,6.61517,"SPOCK3","838"
"chr4",44369238,6.61267,"KCTD8","222"
"chr5",158868483,6.611,"LINC01845 & LOC285626","795"
"chr6",125558188,6.61033,"HDDC2 & LOC100126584 & TPD52L1","628"
"chr10",54009704,6.60807,"DKK1 & PRKG1 & PRKG1-AS1","271"
"chr16",3963187,6.60797,"ADCY9 & CREBBP & LOC102724927","20"
"chr5",26212213,6.60699,"NONAME","132"
"chr5",19988049,6.60699,"CDH18","100"
"chr2",147903775,6.60699,"NONAME","740"
"chr18",71893460,6.60699,"C18orf63 & CYB5A & FBXO15 & TIMM21","360"
"chr8",28621637,6.60581,"EXTL3 & EXTL3-AS1 & INTS9","144"
"chr2",161530761,6.60581,"NONAME","808"
"chr8",55170498,6.60278,"NONAME","276"
"chr1",107010683,6.60278,"NONAME","536"
"chr22",40718100,6.60241,"ADSL & MRTFA & SGSM3 & TNRC6B","204"
"chr4",92015452,6.60205,"CCSER1","461"
"chr4",125676333,6.60205,"ANKRD50","629"
"chr2",207491336,6.59839,"ADAM23 & DYTN & FAM237A","1038"
"chr3",119983940,6.59663,"GPR156 & LRRC58","600"
"chr5",82080216,6.59598,"LINC01338 & MIR3977","411"
"chr12",20983027,6.59598,"SLCO1B3 & SLCO1C1","105"
"chr8",13952577,6.59459,"SGCZ","70"
"chr19",15621873,6.59459,"AKAP8L & CYP4F22 & MIR1470 & PGLYRP2 & RASAL3 & WIZ","79"
"chr14",87123436,6.59459,"NONAME","436"
"chr11",127987793,6.59459,"LINC02098","640"
"chr10",61800053,6.59459,"ANK3 & LINC01553","310"
"chr4",174342575,6.59397,"GALNT7 & HMGB2 & SAP30 & SCRG1","872"
"chr13",50762081,6.59326,"DLEU1 & DLEU2 & ST13P4","254"
"chr12",103800959,6.59137,"C12orf42 & LOC105369945","520"
"chr21",46544346,6.59028,"ADARB1 & SSR4P1","233"
"chr6",101623189,6.5889,"NONAME","509"
"chr5",125015669,6.5889,"LINC02240","626"
"chr8",126903680,6.58464,"LINC00861","635"
"chr22",25133355,6.58437,"BCRP3 & PIWIL3 & POM121L10P & SGSM1 & TOP1P2","126"
"chr2",18546141,6.58437,"NONAME","93"
"chr15",94000097,6.58235,"NONAME","471"
"chr13",66592665,6.58235,"MIR548X2","333"
"chr3",56772125,6.57973,"ARHGEF3 & FAM208A","284"
"chr3",56573038,6.57973,"CCDC66 & ERC2 & FAM208A","283"
"chr2",71703023,6.57748,"DYSF & ZNF638","359"
"chr1",189763076,6.57593,"NONAME","949"
"chr13",58402479,6.57459,"PCDH17","293"
"chr5",53958590,6.57154,"LOC102467080","270"
"chr1",61380825,6.57154,"LOC101926964 & NFIA-AS2","307"
"chr3",156687717,6.57018,"LEKR1","784"
"chr11",105709308,6.56976,"GRIA4","529"
"chr15",97562758,6.56764,"NONAME","488"
"chr5",137742588,6.56613,"CDC25C & EGR1 & ETF1 & FAM53C & KDM3B & LOC100128966 & REEP2","689"
"chr2",85935720,6.56613,"ATOH8 & C2orf68 & GNLY & MIR6071 & SFTPB & USP39","430"
"chr14",28303915,6.56613,"NONAME","142"
"chr12",118841675,6.56613,"SUDS3 & TAOK3","595"
"chr11",26846124,6.56613,"NONAME","135"
"chr2",52745309,6.56516,"NONAME","264"
"chr15",91590730,6.56516,"PRC1 & PRC1-AS1 & RCCD1 & SV2B & UNC45A & VPS33B & VPS33B-DT","458"
"chr13",77618305,6.56516,"ACOD1 & CLN5 & FBXL3 & MYCBP2 & MYCBP2-AS1","389"
"chr2",1813057,6.56448,"MYT1L & PXDN","10"
"chr3",87195327,6.56442,"CHMP2B & LINC00506 & MIR4795","436"
"chr17",14628409,6.56418,"NONAME","74"
"chr2",79585230,6.56357,"NONAME","398"
"chr9",109999831,6.56257,"RAD23B","550"
"chr2",17196168,6.5605,"NONAME","86"
"chr1",66141177,6.5605,"LEPR","331"
"chr19",41521939,6.56033,"CYP2A13 & CYP2B6 & CYP2B7P & CYP2F1","208"
"chr14",102921987,6.56033,"ANKRD9 & CINP & LINC02323 & MIR4309 & TECPR2","515"
"chr8",140686841,6.55929,"KCNK9 & TRAPPC9","704"
"chr12",8136758,6.55929,"C3AR1 & FOXJ2 & NECAP1 & SLC2A14 & SLC2A3","41"
"chr10",29990831,6.55726,"MIR938 & SVIL","150"
"chr11",76766709,6.55706,"ACER3 & B3GNT6 & CAPN5 & MYO7A & OMP","384"
"chr8",18308620,6.55607,"NAT2 & PSD3","92"
"chr6",86071294,6.55607,"LINC02535 & NT5E","431"
"chr14",32891134,6.55438,"AKAP6","165"
"chr1",78502520,6.55438,"DNAJB4 & FUBP1 & GIPC2 & NEXN","393"
"chr13",107938093,6.55239,"FAM155A & SNORD31B","540"
"chr15",51380477,6.55228,"AP4E1 & MIR4713HG & TNFAIP8L3","257"
"chr6",8830981,6.54911,"LOC100506207","45"
