ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000168028,3,39406716,39412542,chr3:39406716,chr3:39412542,5826
ENSG00000168062,11,64987945,64997018,chr11:64987945,chr11:64997018,9073
ENSG00000168246,5,172209646,172283764,chr5:172209646,chr5:172283764,74118
ENSG00000168275,1,234373456,234385068,chr1:234373456,chr1:234385068,11612
ENSG00000168291,3,58427630,58433857,chr3:58427630,chr3:58433857,6227
ENSG00000168386,3,99830141,100114513,chr3:99830141,chr3:100114513,284372
ENSG00000168394,6,32845209,32853978,chr6:32845209,chr6:32853978,8769
ENSG00000168476,8,22138020,22141951,chr8:22138020,chr8:22141951,3931
ENSG00000168734,20,44531785,44624247,chr20:44531785,chr20:44624247,92462
ENSG00000168917,3,136818647,136855888,chr3:136818647,chr3:136855888,37241
ENSG00000168958,2,227325151,227357836,chr2:227325151,chr2:227357836,32685
ENSG00000169372,12,93677375,93894840,chr12:93677375,chr12:93894840,217465
ENSG00000169429,4,73740541,73743716,chr4:73740541,chr4:73743716,3175
ENSG00000169554,2,144364364,144521057,chr2:144364364,chr2:144521057,156693
ENSG00000169682,16,28974221,28984548,chr16:28974221,chr16:28984548,10327
ENSG00000169871,7,101085481,101097967,chr7:101085481,chr7:101097967,12486
ENSG00000169877,16,31527900,31528803,chr16:31527900,chr16:31528803,903
ENSG00000169955,16,30530367,30535347,chr16:30530367,chr16:30535347,4980
ENSG00000170234,5,160061801,160119450,chr5:160061801,chr5:160119450,57649
ENSG00000170298,17,20449395,20467539,chr17:20449395,chr17:20467539,18144
ENSG00000170471,20,38472816,38578859,chr20:38472816,chr20:38578859,106043
ENSG00000170515,12,56104537,56113910,chr12:56104537,chr12:56113910,9373
ENSG00000170584,5,163446526,163460102,chr5:163446526,chr5:163460102,13576
ENSG00000170632,7,103074881,103099759,chr7:103074881,chr7:103099759,24878
ENSG00000170759,10,32009015,32056425,chr10:32009015,chr10:32056425,47410
ENSG00000170779,14,105009573,105021083,chr14:105009573,chr14:105021083,11510
ENSG00000170906,19,54102728,54109257,chr19:54102728,chr19:54109257,6529
ENSG00000171155,X,120625674,120630054,chrX:120625674,chrX:120630054,4380
ENSG00000171310,12,104455295,104762014,chr12:104455295,chr12:104762014,306719
ENSG00000171314,10,97426191,97433444,chr10:97426191,chr10:97433444,7253
ENSG00000171316,8,60678740,60868028,chr8:60678740,chr8:60868028,189288
ENSG00000171443,19,55600022,55603138,chr19:55600022,chr19:55603138,3116
ENSG00000171552,20,31664452,31723989,chr20:31664452,chr20:31723989,59537
ENSG00000171763,15,45402336,45421415,chr15:45402336,chr15:45421415,19079
ENSG00000171790,1,41015597,41023237,chr1:41015597,chr1:41023237,7640
ENSG00000171791,18,63123346,63320128,chr18:63123346,chr18:63320128,196782
ENSG00000171812,1,36095239,36125222,chr1:36095239,chr1:36125222,29983
ENSG00000171817,19,37551406,37614179,chr19:37551406,chr19:37614179,62773
ENSG00000171823,12,1565993,1594581,chr12:1565993,chr12:1594581,28588
ENSG00000172046,3,49108046,49120938,chr3:49108046,chr3:49120938,12892
ENSG00000172315,20,46684365,46689444,chr20:46684365,chr20:46689444,5079
ENSG00000172331,7,134646811,134679816,chr7:134646811,chr7:134679816,33005
ENSG00000172349,15,81159575,81314058,chr15:81159575,chr15:81314058,154483
ENSG00000172366,16,636817,648474,chr16:636817,chr16:648474,11657
ENSG00000172404,22,40859549,40862113,chr22:40859549,chr22:40862113,2564
ENSG00000172428,2,240126563,240136807,chr2:240126563,chr2:240136807,10244
ENSG00000172493,4,86935002,87141054,chr4:86935002,chr4:87141054,206052
ENSG00000172640,12,48202083,48203387,chr12:48202083,chr12:48203387,1304
ENSG00000172671,10,45615500,45672780,chr10:45615500,chr10:45672780,57280
ENSG00000172809,17,74203582,74210655,chr17:74203582,chr17:74210655,7073
ENSG00000173080,1,155941710,155942949,chr1:155941710,chr1:155942949,1239
ENSG00000173369,1,22652762,22661637,chr1:22652762,chr1:22661637,8875
ENSG00000173402,3,49468703,49535618,chr3:49468703,chr3:49535618,66915
ENSG00000173674,X,20124525,20141838,chrX:20124525,chrX:20141838,17313
ENSG00000173991,17,39665349,39666554,chr17:39665349,chr17:39666554,1205
ENSG00000174007,3,196706277,196712250,chr3:196706277,chr3:196712250,5973
ENSG00000174123,4,38772238,38782990,chr4:38772238,chr4:38782990,10752
ENSG00000174132,5,100535374,100586741,chr5:100535374,chr5:100586741,51367
ENSG00000174276,11,65116403,65117701,chr11:65116403,chr11:65117701,1298
ENSG00000174306,20,41178448,41317672,chr20:41178448,chr20:41317672,139224
ENSG00000174326,17,7041630,7043923,chr17:7041630,chr17:7043923,2293
ENSG00000174514,1,205568885,205602918,chr1:205568885,chr1:205602918,34033
ENSG00000174791,11,66330241,66336840,chr11:66330241,chr11:66336840,6599
ENSG00000174839,3,57625454,57693077,chr3:57625454,chr3:57693077,67623
ENSG00000175166,3,184299198,184309050,chr3:184299198,chr3:184309050,9852
ENSG00000175193,3,183829271,183884933,chr3:183829271,chr3:183884933,55662
ENSG00000175216,11,46743048,46846308,chr11:46743048,chr11:46846308,103260
ENSG00000175334,11,66002228,66004149,chr11:66002228,chr11:66004149,1921
ENSG00000175581,11,73787872,73865133,chr11:73787872,chr11:73865133,77261
ENSG00000175826,17,7243591,7252491,chr17:7243591,chr17:7252491,8900
ENSG00000175984,1,114582848,114670422,chr1:114582848,chr1:114670422,87574
ENSG00000176020,3,49716829,49719684,chr3:49716829,chr3:49719684,2855
ENSG00000176182,19,45890023,45902613,chr19:45890023,chr19:45902613,12590
ENSG00000176209,8,42541155,42555193,chr8:42541155,chr8:42555193,14038
ENSG00000176386,9,113255835,113275572,chr9:113255835,chr9:113275572,19737
ENSG00000176390,17,30769388,30824692,chr17:30769388,chr17:30824692,55304
ENSG00000176619,19,2427638,2456959,chr19:2427638,chr19:2456959,29321
ENSG00000176623,8,86468257,86514357,chr8:86468257,chr8:86514357,46100
ENSG00000176920,19,48695971,48705951,chr19:48695971,chr19:48705951,9980
ENSG00000176946,2,241584405,241637158,chr2:241584405,chr2:241637158,52753
ENSG00000177076,9,19409009,19452505,chr9:19409009,chr9:19452505,43496
ENSG00000177380,19,49119544,49151026,chr19:49119544,chr19:49151026,31482
ENSG00000177599,19,11797667,11809622,chr19:11797667,chr19:11809622,11955
ENSG00000177683,7,108554543,108569750,chr7:108554543,chr7:108569750,15207
ENSG00000178033,6,116511639,116524788,chr6:116511639,chr6:116524788,13149
ENSG00000178038,3,46668995,46693704,chr3:46668995,chr3:46693704,24709
ENSG00000178163,4,10439880,10457426,chr4:10439880,chr4:10457426,17546
ENSG00000178409,6,107065182,107115269,chr6:107065182,chr6:107115269,50087
ENSG00000178695,13,76880175,76886405,chr13:76880175,chr13:76886405,6230
ENSG00000178732,3,194394821,194398354,chr3:194394821,chr3:194398354,3533
ENSG00000178752,2,238158970,238168900,chr2:238158970,chr2:238168900,9930
ENSG00000178761,15,74899992,74906883,chr15:74899992,chr15:74906883,6891
ENSG00000178764,8,122781655,122974510,chr8:122781655,chr8:122974510,192855
ENSG00000179218,19,12938578,12944489,chr19:12938578,chr19:12944489,5911
ENSG00000179262,19,12945855,12953642,chr19:12945855,chr19:12953642,7787
ENSG00000179295,12,112418351,112509913,chr12:112418351,chr12:112509913,91562
ENSG00000179889,16,14974591,15139339,chr16:14974591,chr16:15139339,164748
ENSG00000179943,19,55591376,55601970,chr19:55591376,chr19:55601970,10594
ENSG00000179965,16,30407414,30431108,chr16:30407414,chr16:30431108,23694
ENSG00000180155,8,142771197,142777810,chr8:142771197,chr8:142777810,6613
ENSG00000180233,7,30284597,30367689,chr7:30284597,chr7:30367689,83092
ENSG00000180340,17,44557484,44561262,chr17:44557484,chr17:44561262,3778
ENSG00000180488,1,77779624,77879539,chr1:77779624,chr1:77879539,99915
ENSG00000180758,1,9100305,9129102,chr1:9100305,chr1:9129102,28797
ENSG00000180767,3,126524155,126543291,chr3:126524155,chr3:126543291,19136
ENSG00000180878,11,6205557,6211135,chr11:6205557,chr11:6211135,5578
ENSG00000180900,8,143790920,143815773,chr8:143790920,chr8:143815773,24853
ENSG00000180964,X,103252995,103255192,chrX:103252995,chrX:103255192,2197
ENSG00000181029,19,7680833,7687703,chr19:7680833,chr19:7687703,6870
ENSG00000181045,17,80219699,80253500,chr17:80219699,chr17:80253500,33801
ENSG00000181350,17,16441577,16492193,chr17:16441577,chr17:16492193,50616
ENSG00000181704,X,68498562,68537282,chrX:68498562,chrX:68537282,38720
ENSG00000181751,5,103258763,103278660,chr5:103258763,chr5:103278660,19897
ENSG00000182108,16,10928891,10942468,chr16:10928891,chr16:10942468,13577
ENSG00000182149,16,71845996,71931199,chr16:71845996,chr16:71931199,85203
ENSG00000182150,9,95871264,96121154,chr9:95871264,chr9:96121154,249890
ENSG00000182158,7,137874979,138002086,chr7:137874979,chr7:138002086,127107
ENSG00000182196,12,122980060,122982913,chr12:122980060,chr12:122982913,2853
ENSG00000182240,21,41167801,41282530,chr21:41167801,chr21:41282530,114729
ENSG00000182307,8,145052465,145066685,chr8:145052465,chr8:145066685,14220
ENSG00000183048,17,81712236,81721016,chr17:81712236,chr17:81721016,8780
ENSG00000183066,22,41998725,42058456,chr22:41998725,chr22:42058456,59731
ENSG00000183291,1,86862445,86914424,chr1:86862445,chr1:86914424,51979
ENSG00000183386,1,37996770,38005606,chr1:37996770,chr1:38005606,8836
ENSG00000183474,5,69560208,69594723,chr5:69560208,chr5:69594723,34515
ENSG00000183579,22,28883572,29057488,chr22:28883572,chr22:29057488,173916
ENSG00000183597,22,20017014,20067164,chr22:20017014,chr22:20067164,50150
ENSG00000183662,3,68004247,68545621,chr3:68004247,chr3:68545621,541374
ENSG00000183765,22,28687743,28742422,chr22:28687743,chr22:28742422,54679
ENSG00000183837,X,153056409,153060467,chrX:153056409,chrX:153060467,4058
ENSG00000183960,3,19148510,19535642,chr3:19148510,chr3:19535642,387132
ENSG00000184060,17,30906344,30959322,chr17:30906344,chr17:30959322,52978
ENSG00000184206,15,84235773,84245368,chr15:84235773,chr15:84245368,9595
ENSG00000184307,3,113947901,113965401,chr3:113947901,chr3:113965401,17500
ENSG00000184384,11,95976598,96343195,chr11:95976598,chr11:96343195,366597
ENSG00000184470,22,19875517,19941820,chr22:19875517,chr22:19941820,66303
ENSG00000184611,2,162371407,162838767,chr2:162371407,chr2:162838767,467360
ENSG00000184619,17,8356902,8376704,chr17:8356902,chr17:8376704,19802
ENSG00000184752,12,94897055,95003748,chr12:94897055,chr12:95003748,106693
ENSG00000184863,7,155644451,155781485,chr7:155644451,chr7:155781485,137034
ENSG00000184979,22,18150170,18177397,chr22:18150170,chr22:18177397,27227
ENSG00000185015,8,85220587,85284073,chr8:85220587,chr8:85284073,63486
ENSG00000185127,6,169702190,169704856,chr6:169702190,chr6:169704856,2666
ENSG00000185158,17,32007872,32053504,chr17:32007872,chr17:32053504,45632
ENSG00000185245,17,4932277,4935023,chr17:4932277,chr17:4935023,2746
ENSG00000185272,21,14216130,14228372,chr21:14216130,chr21:14228372,12242
ENSG00000185379,17,35092208,35121522,chr17:35092208,chr17:35121522,29314
ENSG00000185453,19,48170680,48197620,chr19:48170680,chr19:48197620,26940
ENSG00000185721,22,31399604,31530634,chr22:31399604,chr22:31530634,131030
ENSG00000185753,X,40626921,40647561,chrX:40626921,chrX:40647561,20640
ENSG00000185761,19,1505022,1513604,chr19:1505022,chr19:1513604,8582
ENSG00000186063,1,222668013,222713210,chr1:222668013,chr1:222713210,45197
ENSG00000186187,16,74999024,75110994,chr16:74999024,chr16:75110994,111970
ENSG00000186230,19,57435325,57447101,chr19:57435325,chr19:57447101,11776
ENSG00000186446,3,44729596,44737083,chr3:44729596,chr3:44737083,7487
ENSG00000186577,6,34246381,34249108,chr6:34246381,chr6:34249108,2727
ENSG00000186654,22,44668547,44737681,chr22:44668547,chr22:44737681,69134
ENSG00000186908,12,76763588,76853696,chr12:76763588,chr12:76853696,90108
ENSG00000187051,22,39529093,39532761,chr22:39529093,chr22:39532761,3668
ENSG00000187105,14,73478484,73558947,chr14:73478484,chr14:73558947,80463
ENSG00000187189,6,116249964,116254075,chr6:116249964,chr6:116254075,4111
ENSG00000187391,7,78017055,79453667,chr7:78017055,chr7:79453667,1436612
ENSG00000187595,17,42025576,42098479,chr17:42025576,chr17:42098479,72903
ENSG00000187650,19,5904872,5910853,chr19:5904872,chr19:5910853,5981
ENSG00000188243,13,75525219,75549439,chr13:75525219,chr13:75549439,24220
ENSG00000188372,7,76397518,76442071,chr7:76397518,chr7:76442071,44553
ENSG00000188732,7,23680130,23703249,chr7:23680130,chr7:23703249,23119
ENSG00000188785,19,57389850,57402992,chr19:57389850,chr19:57402992,13142
ENSG00000188820,6,116461370,116463771,chr6:116461370,chr6:116463771,2401
ENSG00000188846,3,40457292,40468587,chr3:40457292,chr3:40468587,11295
ENSG00000189350,2,28956611,29061373,chr2:28956611,chr2:29061373,104762
ENSG00000189403,13,30456704,30617597,chr13:30456704,chr13:30617597,160893
ENSG00000196154,1,153543613,153550136,chr1:153543613,chr1:153550136,6523
ENSG00000196218,19,38433691,38587564,chr19:38433691,chr19:38587564,153873
ENSG00000196230,6,30720352,30725426,chr6:30720352,chr6:30725426,5074
ENSG00000196235,19,39436156,39476670,chr19:39436156,chr19:39476670,40514
ENSG00000196369,1,144887265,145095528,chr1:144887265,chr1:145095528,208263
ENSG00000196405,14,99971449,100144236,chr14:99971449,chr14:100144236,172787
ENSG00000196407,1,151847101,151853712,chr1:151847101,chr1:151853712,6611
ENSG00000196511,7,144451941,144836395,chr7:144451941,chr7:144836395,384454
ENSG00000196535,17,29071124,29180412,chr17:29071124,chr17:29180412,109288
ENSG00000196544,17,8188345,8190180,chr17:8188345,chr17:8190180,1835
ENSG00000196652,7,99504651,99534700,chr7:99504651,chr7:99534700,30049
ENSG00000196712,17,31094927,31382116,chr17:31094927,chr17:31382116,287189
ENSG00000196792,14,30893799,31026401,chr14:30893799,chr14:31026401,132602
ENSG00000197057,4,36281622,36345756,chr4:36281622,chr4:36345756,64134
ENSG00000197121,2,196833004,196927796,chr2:196833004,chr2:196927796,94792
ENSG00000197238,6,27824108,27824480,chr6:27824108,chr6:27824480,372
ENSG00000197312,1,15617458,15669044,chr1:15617458,chr1:15669044,51586
ENSG00000197520,1,222737207,222750805,chr1:222737207,chr1:222750805,13598
ENSG00000197728,12,56041351,56044697,chr12:56041351,chr12:56044697,3346
ENSG00000197885,3,23891660,23946591,chr3:23891660,chr3:23946591,54931
ENSG00000197894,4,99070978,99088801,chr4:99070978,chr4:99088801,17823
ENSG00000198019,1,121087345,121097161,chr1:121087345,chr1:121097161,9816
ENSG00000198046,19,56439325,56478065,chr19:56439325,chr19:56478065,38740
ENSG00000198156,16,28342555,28363508,chr16:28342555,chr16:28363508,20953
ENSG00000198189,4,87336515,87391188,chr4:87336515,chr4:87391188,54673
ENSG00000198231,17,63773603,63819317,chr17:63773603,chr17:63819317,45714
ENSG00000198276,20,63939829,63956416,chr20:63939829,chr20:63956416,16587
ENSG00000198298,10,43606419,43617904,chr10:43606419,chr10:43617904,11485
ENSG00000198346,19,53467733,53496255,chr19:53467733,chr19:53496255,28522
ENSG00000198369,2,65310851,65432637,chr2:65310851,chr2:65432637,121786
ENSG00000198561,11,57753243,57819546,chr11:57753243,chr11:57819546,66303
ENSG00000198574,1,162395268,162412138,chr1:162395268,chr1:162412138,16870
ENSG00000198786,MT,12337,14148,chrMT:12337,chrMT:14148,1811
ENSG00000198839,7,112206695,112343934,chr7:112206695,chr7:112343934,137239
ENSG00000198901,15,90966040,90995629,chr15:90966040,chr15:90995629,29589
ENSG00000198925,2,219219380,219229717,chr2:219219380,chr2:219229717,10337
ENSG00000204131,X,71910818,72161750,chrX:71910818,chrX:72161750,250932
ENSG00000204217,2,202376327,202567751,chr2:202376327,chr2:202567751,191424
ENSG00000204219,1,23380909,23424748,chr1:23380909,chr1:23424748,43839
ENSG00000204252,6,33004182,33009591,chr6:33004182,chr6:33009591,5409
ENSG00000204305,6,32180968,32184322,chr6:32180968,chr6:32184322,3354
ENSG00000204316,17,75898643,75905413,chr17:75898643,chr17:75905413,6770
ENSG00000204410,6,31739677,31762676,chr6:31739677,chr6:31762676,22999
ENSG00000204619,6,30066709,30070333,chr6:30066709,chr6:30070333,3624
ENSG00000204628,5,181236897,181248096,chr5:181236897,chr5:181248096,11199
ENSG00000204764,5,170861870,171300015,chr5:170861870,chr5:171300015,438145
ENSG00000204842,12,111443485,111599676,chr12:111443485,chr12:111599676,156191
ENSG00000204923,2,68459422,68467294,chr2:68459422,chr2:68467294,7872
ENSG00000205138,19,35995199,35996315,chr19:35995199,chr19:35996315,1116
ENSG00000205213,11,27365961,27472790,chr11:27365961,chr11:27472790,106829
ENSG00000205542,X,12975110,12977227,chrX:12975110,chrX:12977227,2117
ENSG00000205784,19,4890437,4902896,chr19:4890437,chr19:4902896,12459
ENSG00000205809,12,10426854,10442300,chr12:10426854,chr12:10442300,15446
ENSG00000206127,15,32441914,32455634,chr15:32441914,chr15:32455634,13720
ENSG00000206503,6,29941260,29945884,chr6:29941260,chr6:29945884,4624
ENSG00000213085,1,159872364,159900165,chr1:159872364,chr1:159900165,27801
ENSG00000213402,11,67435510,67437682,chr11:67435510,chr11:67437682,2172
ENSG00000213977,17,3662895,3668679,chr17:3662895,chr17:3668679,5784
ENSG00000214279,10,133453928,133523558,chr10:133453928,chr10:133523558,69630
ENSG00000215472,18,49481681,49492479,chr18:49481681,chr18:49492479,10798
ENSG00000216937,10,32446140,32882874,chr10:32446140,chr10:32882874,436734
ENSG00000221886,5,160393148,160400054,chr5:160393148,chr5:160400054,6906
ENSG00000221946,19,35143250,35154301,chr19:35143250,chr19:35154301,11051
ENSG00000224420,19,49688664,49690575,chr19:49688664,chr19:49690575,1911
ENSG00000225828,1,32361270,32364278,chr1:32361270,chr1:32364278,3008
ENSG00000226742,18,79964582,79970822,chr18:79964582,chr18:79970822,6240
ENSG00000226979,6,31572054,31574324,chr6:31572054,chr6:31574324,2270
ENSG00000227057,6,33279108,33289247,chr6:33279108,chr6:33289247,10139
ENSG00000227507,6,31580525,31582522,chr6:31580525,chr6:31582522,1997
ENSG00000229183,11,61222216,61231927,chr11:61222216,chr11:61231927,9711
ENSG00000232268,11,4593614,4596574,chr11:4593614,chr11:4596574,2960
ENSG00000232653,15,32593456,32607310,chr15:32593456,chr15:32607310,13854
ENSG00000235109,6,28324693,28356271,chr6:28324693,chr6:28356271,31578
ENSG00000235961,X,153072482,153075018,chrX:153072482,chrX:153075018,2536
ENSG00000239704,17,15436015,15503608,chr17:15436015,chr17:15503608,67593
ENSG00000240053,6,31670167,31673776,chr6:31670167,chr6:31673776,3609
ENSG00000241258,7,66114604,66154568,chr7:66114604,chr7:66154568,39964
ENSG00000243667,2,68122936,68157549,chr2:68122936,chr2:68157549,34613
ENSG00000243725,1,54715861,54742657,chr1:54715861,chr1:54742657,26796
ENSG00000244045,17,28357642,28363683,chr17:28357642,chr17:28363683,6041
ENSG00000244476,6,11102489,11111725,chr6:11102489,chr6:11111725,9236
ENSG00000244734,11,5225464,5229395,chr11:5225464,chr11:5229395,3931
ENSG00000249992,3,45224466,45226287,chr3:45224466,chr3:45226287,1821
ENSG00000250254,4,37960398,37961128,chr4:37960398,chr4:37961128,730
ENSG00000251201,5,115578642,115626161,chr5:115578642,chr5:115626161,47519
ENSG00000253304,1,29119429,29123903,chr1:29119429,chr1:29123903,4474
ENSG00000253873,5,141421047,141512975,chr5:141421047,chr5:141512975,91928
ENSG00000253953,5,141387698,141512979,chr5:141387698,chr5:141512979,125281
ENSG00000254413,22,50568869,50582965,chr22:50568869,chr22:50582965,14096
ENSG00000254772,11,62559596,62574086,chr11:62559596,chr11:62574086,14490
ENSG00000254995,20,58651434,58715410,chr20:58651434,chr20:58715410,63976
ENSG00000255112,18,11851413,11854444,chr18:11851413,chr18:11854444,3031
ENSG00000255150,12,104303739,104305205,chr12:104303739,chr12:104305205,1466
ENSG00000255823,11,10507894,10509186,chr11:10507894,chr11:10509186,1292
ENSG00000256060,19,57363551,57365405,chr19:57363551,chr19:57365405,1854
ENSG00000256223,12,133130575,133159465,chr12:133130575,chr12:133159465,28890
ENSG00000257591,19,12142090,12156734,chr19:12142090,chr19:12156734,14644
ENSG00000258311,12,55716036,55724703,chr12:55716036,chr12:55724703,8667
ENSG00000259030,1,74198235,74544393,chr1:74198235,chr1:74544393,346158
ENSG00000259330,15,40323692,40326715,chr15:40323692,chr15:40326715,3023
ENSG00000259332,15,79845150,79923754,chr15:79845150,chr15:79923754,78604
ENSG00000260914,16,69299682,69322700,chr16:69299682,chr16:69322700,23018
ENSG00000261221,19,55605405,55617269,chr19:55605405,chr19:55617269,11864
ENSG00000261739,15,23354748,23367231,chr15:23354748,chr15:23367231,12483
ENSG00000261740,16,29443230,29454651,chr16:29443230,chr16:29454651,11421
ENSG00000261794,15,30604126,30614561,chr15:30604126,chr15:30614561,10435
ENSG00000262246,16,4354542,4425705,chr16:4354542,chr16:4425705,71163
ENSG00000263956,1,148102046,148152322,chr1:148102046,chr1:148152322,50276
ENSG00000264343,1,146146203,146229026,chr1:146146203,chr1:146229026,82823
ENSG00000264668,8,143247110,143276403,chr8:143247110,chr8:143276403,29293
ENSG00000265808,1,120150898,120176520,chr1:120150898,chr1:120176520,25622
ENSG00000265817,8,94372170,94436952,chr8:94372170,chr8:94436952,64782
ENSG00000267041,19,36714383,36772825,chr19:36714383,chr19:36772825,58442
ENSG00000268041,19,41907705,41928516,chr19:41907705,chr19:41928516,20811
ENSG00000270011,19,9324174,9382617,chr19:9324174,chr19:9382617,58443
ENSG00000271079,7,143571801,143574387,chr7:143571801,chr7:143574387,2586
ENSG00000271741,1,34981533,35031741,chr1:34981533,chr1:35031741,50208
ENSG00000272602,4,53286,88208,chr4:53286,chr4:88208,34922
ENSG00000272921,12,4604944,4662643,chr12:4604944,chr12:4662643,57699
ENSG00000273217,5,131425891,131796983,chr5:131425891,chr5:131796983,371092
ENSG00000275379,6,27871905,27872315,chr6:27871905,chr6:27872315,410
ENSG00000277586,8,24950955,24957110,chr8:24950955,chr8:24957110,6155
ENSG00000277957,17,7563287,7578715,chr17:7563287,chr17:7578715,15428
ENSG00000278588,6,26272976,26273356,chr6:26272976,chr6:26273356,380
ENSG00000280071,21,5079294,5128413,chr21:5079294,chr21:5128413,49119
ENSG00000280433,21,5155499,5165472,chr21:5155499,chr21:5165472,9973
ENSG00000283149,3,186581995,186597103,chr3:186581995,chr3:186597103,15108
ENSG00000283782,5,132410832,132646079,chr5:132410832,chr5:132646079,235247
ENSG00000284713,11,69155478,69159752,chr11:69155478,chr11:69159752,4274
ENSG00000285043,16,30053090,30070420,chr16:30053090,chr16:30070420,17330
ENSG00000285162,7,29122340,29514667,chr7:29122340,chr7:29514667,392327
ENSG00000285446,6,116399395,116463696,chr6:116399395,chr6:116463696,64301
ENSG00000285589,19,12668071,12681834,chr19:12668071,chr19:12681834,13763
ENSG00000285942,15,42497395,42548786,chr15:42497395,chr15:42548786,51391
ENSG00000001084,6,53497341,53616970,chr6:53497341,chr6:53616970,119629
ENSG00000001630,7,92112153,92134803,chr7:92112153,chr7:92134803,22650
ENSG00000004455,1,33007940,33080996,chr1:33007940,chr1:33080996,73056
ENSG00000004777,19,35774532,35788822,chr19:35774532,chr19:35788822,14290
ENSG00000004939,17,44248390,44268141,chr17:44248390,chr17:44268141,19751
ENSG00000005059,4,109560209,109688719,chr4:109560209,chr4:109688719,128510
ENSG00000005175,12,47661249,47706030,chr12:47661249,chr12:47706030,44781
ENSG00000006194,16,3263800,3301401,chr16:3263800,chr16:3301401,37601
ENSG00000006451,7,39623565,39708120,chr7:39623565,chr7:39708120,84555
ENSG00000006744,17,12991612,13018065,chr17:12991612,chr17:13018065,26453
ENSG00000007168,17,2593210,2685615,chr17:2593210,chr17:2685615,92405
ENSG00000007541,16,566995,584136,chr16:566995,chr16:584136,17141
ENSG00000008083,6,15246069,15522042,chr6:15246069,chr6:15522042,275973
ENSG00000008710,16,2088708,2135898,chr16:2088708,chr16:2135898,47190
ENSG00000009780,1,27725979,27763122,chr1:27725979,chr1:27763122,37143
ENSG00000010278,12,6199715,6238271,chr12:6199715,chr12:6238271,38556
ENSG00000010295,12,6538375,6556083,chr12:6538375,chr12:6556083,17708
ENSG00000010818,6,142751469,142956698,chr6:142751469,chr6:142956698,205229
ENSG00000011376,3,45388561,45554726,chr3:45388561,chr3:45554726,166165
ENSG00000011454,9,122940833,123104866,chr9:122940833,chr9:123104866,164033
ENSG00000011590,19,35704558,35717038,chr19:35704558,chr19:35717038,12480
ENSG00000012174,X,21839617,21885423,chrX:21839617,chrX:21885423,45806
ENSG00000012660,6,53267398,53349179,chr6:53267398,chr6:53349179,81781
ENSG00000013619,X,150361422,150514178,chrX:150361422,chrX:150514178,152756
ENSG00000020181,8,37784191,37844896,chr8:37784191,chr8:37844896,60705
ENSG00000020577,14,54566117,54793315,chr14:54566117,chr14:54793315,227198
ENSG00000021762,11,3087107,3166739,chr11:3087107,chr11:3166739,79632
ENSG00000025800,1,32108056,32176563,chr1:32108056,chr1:32176563,68507
ENSG00000027075,14,61187559,61550976,chr14:61187559,chr14:61550976,363417
ENSG00000027847,5,177600132,177610330,chr5:177600132,chr5:177610330,10198
ENSG00000032389,2,3188925,3377882,chr2:3188925,chr2:3377882,188957
ENSG00000034510,2,84905656,84906671,chr2:84905656,chr2:84906671,1015
ENSG00000035115,2,217730,266398,chr2:217730,chr2:266398,48668
ENSG00000036257,2,224470150,224585397,chr2:224470150,chr2:224585397,115247
ENSG00000037241,5,172958729,172969771,chr5:172958729,chr5:172969771,11042
ENSG00000038002,4,177430774,177442437,chr4:177430774,chr4:177442437,11663
ENSG00000038274,5,163503114,163519354,chr5:163503114,chr5:163519354,16240
ENSG00000047230,X,16587999,16712936,chrX:16587999,chrX:16712936,124937
ENSG00000047410,1,186311652,186375693,chr1:186311652,chr1:186375693,64041
ENSG00000048028,11,113797874,113875570,chr11:113797874,chr11:113875570,77696
ENSG00000049323,2,32946953,33399509,chr2:32946953,chr2:33399509,452556
ENSG00000051341,3,121431427,121546641,chr3:121431427,chr3:121546641,115214
ENSG00000052126,12,19129752,19376400,chr12:19129752,chr12:19376400,246648
ENSG00000054690,14,67533290,67589612,chr14:67533290,chr14:67589612,56322
ENSG00000055147,5,153990148,154038936,chr5:153990148,chr5:154038936,48788
ENSG00000055163,5,157266079,157395595,chr5:157266079,chr5:157395595,129516
ENSG00000056097,5,32354350,32444740,chr5:32354350,chr5:32444740,90390
ENSG00000056558,9,120902393,120929173,chr9:120902393,chr9:120929173,26780
ENSG00000058272,12,79773563,79935460,chr12:79773563,chr12:79935460,161897
ENSG00000060749,11,32892820,32993316,chr11:32892820,chr11:32993316,100496
ENSG00000063176,19,48619291,48630717,chr19:48619291,chr19:48630717,11426
ENSG00000063177,19,48615328,48619184,chr19:48615328,chr19:48619184,3856
ENSG00000064886,1,111200771,111243440,chr1:111200771,chr1:111243440,42669
ENSG00000065243,1,88684222,88836255,chr1:88684222,chr1:88836255,152033
ENSG00000065308,6,52497408,52577060,chr6:52497408,chr6:52577060,79652
ENSG00000065357,12,55927319,55954027,chr12:55927319,chr12:55954027,26708
ENSG00000065802,2,238426742,238452250,chr2:238426742,chr2:238452250,25508
ENSG00000067221,15,73978926,73994622,chr15:73978926,chr15:73994622,15696
ENSG00000068097,17,60041008,60078922,chr17:60041008,chr17:60078922,37914
ENSG00000068394,X,49113407,49123735,chrX:49113407,chrX:49123735,10328
ENSG00000068912,2,53787044,53818819,chr2:53787044,chr2:53818819,31775
ENSG00000069020,5,66596361,67169595,chr5:66596361,chr5:67169595,573234
